Instance: r2
Bin radius: 4.33
Rho: 1/3
Rotate enable: false
Bin num: 5
Lower bound: 4
Opt: false
Gap: 0.2
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-4.187946991068535,-1.1,1.23,2.2
1,-3.729463768425697,-2.2,4.51,1.1
1,-2.535507838678476,-3.5100000000000002,4.79,1.31
1,0.780536231574303,-2.2,2.72,3.01
1,-2.957946991068535,-1.1,3.72,2.31
1,-3.4243831561319182,1.21,4.41,1.44
1,-1.7959120245713593,2.65,3.28,1.29
2,-2.015,2.6125807232203213,4.03,1.22
2,-3.4530163574268777,-0.32741927677967864,4.67,2.94
2,-2.4394612762093923,-3.577419276779679,4.58,3.25
2,2.140538723790608,-2.5068299343623184,1.39,4.68
3,-0.875,-4.240669168893041,1.75,3.88
3,-2.5549999999999997,-3.4958368096923516,1.68,4.45
3,0.875,-2.9115073415672503,2.33,3.71
3,-2.5297345852651754,0.9541631903076486,4.15,2.56
4,-1.13,-4.179952152836202,2.26,3.92
4,-3.32,-2.7796582523756403,2.19,4.45
4,-1.13,-0.25995215283620166,4.12,3.24
5,-3.64003777452927,-2.345,2.6,4.69
5,-1.04003777452927,-2.77970336932692,4.36,4.05
