Instance: r3
Bin radius: 5.08
Rho: 1/3
Rotate enable: true
Bin num: 7
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-4.08,-2.08,4.25,4.42
1,0.9199999999999999,-3.08,2.87,4.61
1,-2.08,-4.08,2.88,1.83
1,-1.08,2.92,1.78,1.8
1,0.9199999999999999,1.92,1.27,1.89
2,-4.08,-2.08,4.81,3.31
2,0.9199999999999999,-3.08,2.9,3.84
2,-3.08,1.92,4.93,1.82
2,-2.08,-4.08,2.76,1.65
2,1.92,0.9199999999999999,1.54,1.55
3,-4.08,-2.08,3.39,4.29
3,-0.08000000000000007,-3.08,3.28,4.03
3,-0.08000000000000007,1.92,2.1,1.82
4,-4.08,-2.08,3.96,3.15
4,-0.08000000000000007,-3.08,3.96,3.09
4,-3.08,1.92,4.87,1.81
5,-4.08,-2.08,3.76,3.14
5,-0.08000000000000007,-3.08,3.16,3.47
5,-3.08,1.92,4.78,1.79
6,-4.08,-2.08,2.23,4.9
6,-1.08,-4.08,3.62,2.58
6,-1.08,-1.08,2.71,2.7
6,-1.08,1.92,3.71,1.47
6,1.92,-1.08,2.76,1.27
7,-4.08,-2.08,4.61,1.46
7,-1.08,-0.08000000000000007,1.24,4.16
7,-2.08,-4.08,4.37,1.02
7,-4.08,-0.08000000000000007,2.42,1.11
7,0.9199999999999999,-2.08,2.0,1.34
7,0.9199999999999999,-0.08000000000000007,1.24,2.05
