Instance: r200
Bin radius: 13.17
Rho: 1/3
Rotate enable: false
Bin num: 6
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-12.17,-4.17,4.88,4.91
1,-11.17,0.8300000000000001,4.65,4.85
1,-9.17,-9.17,4.72,4.5
1,-7.17,-4.17,4.6,4.57
1,-7.17,5.83,4.27,4.69
1,-6.17,0.8300000000000001,4.41,4.44
1,-4.17,-12.17,4.47,4.26
1,-2.17,-7.17,4.25,4.42
1,-2.17,5.83,4.2,4.43
1,-1.17,-2.17,3.96,4.6
1,0.8300000000000001,-11.17,4.68,3.61
1,2.83,-7.17,3.56,4.71
1,2.83,-2.17,4.54,3.66
1,2.83,1.83,4.73,3.49
1,2.83,5.83,3.44,4.74
1,6.83,-7.17,3.24,4.99
1,7.83,-2.17,3.21,4.97
1,7.83,2.83,2.9,3.94
1,-1.17,2.83,3.81,2.86
1,-2.17,10.83,4.98,1.66
1,-9.17,5.83,1.94,2.79
1,-4.17,-7.17,1.94,2.42
1,5.83,-10.17,1.81,2.58
1,-11.17,-6.17,1.7,1.95
1,-6.17,-11.17,1.67,1.91
1,6.83,6.83,1.61,1.72
2,-12.17,-4.17,4.05,3.9
2,-12.17,-0.16999999999999993,3.08,4.9
2,-10.17,-8.17,4.13,3.65
2,-8.17,-0.16999999999999993,3.17,4.74
2,-8.17,4.83,3.64,4.1
2,-5.17,-11.17,3.29,4.33
2,-7.17,-4.17,4.05,3.5
2,-4.17,-0.16999999999999993,3.8,3.73
2,-4.17,3.83,3.77,3.72
2,-2.17,-6.17,3.36,4.01
2,-2.17,7.83,2.9,4.58
2,-1.17,-12.17,3.22,4.03
2,-0.16999999999999993,-1.17,4.24,3.06
2,-0.16999999999999993,2.83,3.08,4.17
2,0.8300000000000001,7.83,4.97,2.56
2,1.83,-7.17,4.3,2.94
2,3.83,2.83,2.79,4.49
2,4.83,-4.17,2.49,4.97
2,2.83,-11.17,3.85,3.21
2,6.83,0.8300000000000001,4.01,3.08
2,7.83,-7.17,2.92,4.18
2,7.83,-2.17,4.86,2.35
2,1.83,-4.17,2.76,2.77
2,6.83,4.83,2.62,2.85
2,-4.17,7.83,1.41,3.7
2,-11.17,4.83,2.28,1.99
2,-8.17,-10.17,2.43,1.68
2,-5.17,-6.17,2.3,1.77
2,0.8300000000000001,10.83,1.49,1.8
2,4.83,0.8300000000000001,1.32,1.83
2,5.83,7.83,1.32,1.82
2,6.83,-9.17,1.2,1.84
3,-12.17,-4.17,3.03,3.99
3,-12.17,-0.16999999999999993,3.5,3.42
3,-10.17,-8.17,3.4,3.46
3,-10.17,3.83,3.56,3.29
3,-8.17,-4.17,2.59,4.51
3,-6.17,-11.17,3.85,3.02
3,-6.17,0.8300000000000001,2.89,3.91
3,-7.17,7.83,4.72,2.39
3,-6.17,-7.17,4.84,2.32
3,-6.17,4.83,4.4,2.53
3,-5.17,-4.17,3.28,3.39
3,-3.17,-0.16999999999999993,3.06,3.62
3,-2.17,-12.17,2.32,4.77
3,-2.17,7.83,4.73,2.33
3,-1.17,-7.17,3.29,3.34
3,0.8300000000000001,-12.17,2.27,4.76
3,-1.17,3.83,3.17,3.38
3,-1.17,-3.17,4.84,2.2
3,0.8300000000000001,-0.16999999999999993,4.8,2.15
3,2.83,-7.17,3.49,2.93
3,2.83,2.83,2.06,4.96
3,3.83,-11.17,2.62,3.89
3,5.83,-4.17,2.09,4.84
3,5.83,0.8300000000000001,4.79,2.1
3,5.83,3.83,2.86,3.48
3,2.83,7.83,3.65,2.66
3,6.83,-8.17,2.72,3.51
3,8.83,-4.17,2.39,3.97
3,-2.17,10.83,4.29,1.86
3,3.83,-4.17,1.17,3.97
3,-8.17,0.8300000000000001,1.4,2.93
3,8.83,3.83,1.61,2.53
3,10.83,-0.16999999999999993,1.64,2.41
3,-8.17,-10.17,1.97,1.1
4,-12.17,-4.17,2.17,4.37
4,-12.17,0.8300000000000001,2.73,3.41
4,-10.17,-8.17,2.57,3.62
4,-10.17,4.83,4.08,2.28
4,-9.17,-4.17,2.21,4.17
4,-7.17,-10.17,2.24,4.09
4,-9.17,0.8300000000000001,4.28,2.13
4,-6.17,-5.17,2.84,3.21
4,-5.17,3.83,2.53,3.6
4,-7.17,7.83,3.62,2.51
4,-4.17,-12.17,2.33,3.85
4,-4.17,-8.17,4.06,2.18
4,-4.17,-1.17,1.79,4.8
4,-3.17,-5.17,4.2,2.01
4,-2.17,-2.17,1.95,4.21
4,-2.17,2.83,1.63,4.97
4,-3.17,7.83,3.6,2.24
4,-0.16999999999999993,-2.17,1.77,4.5
