Instance: r200
Bin radius: 18.62
Rho: 2/3
Rotate enable: true
Bin num: 3
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-17.62,-5.620000000000001,4.88,4.91
1,-17.62,-0.620000000000001,4.65,4.85
1,-15.620000000000001,4.379999999999999,4.72,4.5
1,-14.620000000000001,-10.620000000000001,4.6,4.57
1,-12.620000000000001,-5.620000000000001,4.27,4.69
1,-12.620000000000001,-0.620000000000001,4.41,4.44
1,-11.620000000000001,9.379999999999999,4.47,4.26
1,-10.620000000000001,4.379999999999999,4.25,4.42
1,-9.620000000000001,-15.620000000000001,4.2,4.43
1,-9.620000000000001,-10.620000000000001,3.96,4.6
1,-7.620000000000001,-5.620000000000001,4.68,3.61
1,-7.620000000000001,-1.620000000000001,3.56,4.71
1,-6.620000000000001,9.379999999999999,4.54,3.66
1,-6.620000000000001,13.379999999999999,4.73,3.49
1,-5.620000000000001,-10.620000000000001,3.44,4.74
1,-5.620000000000001,3.379999999999999,3.24,4.99
1,-4.620000000000001,-17.62,3.21,4.97
1,-3.620000000000001,-1.620000000000001,4.05,3.9
1,-1.620000000000001,-12.620000000000001,3.08,4.9
1,-2.620000000000001,-5.620000000000001,4.13,3.65
1,-1.620000000000001,2.379999999999999,3.17,4.74
1,-1.620000000000001,7.379999999999999,3.64,4.1
1,-1.620000000000001,12.379999999999999,3.29,4.33
1,-0.620000000000001,-17.62,4.05,3.5
1,1.379999999999999,-1.620000000000001,3.8,3.73
1,2.379999999999999,-13.620000000000001,3.77,3.72
1,2.379999999999999,-9.620000000000001,3.36,4.01
1,2.379999999999999,2.379999999999999,2.9,4.58
1,2.379999999999999,7.379999999999999,3.22,4.03
1,2.379999999999999,12.379999999999999,4.24,3.06
1,5.379999999999999,-4.620000000000001,3.08,4.17
1,5.379999999999999,0.379999999999999,4.97,2.56
1,5.379999999999999,3.379999999999999,4.3,2.94
1,6.379999999999999,-15.620000000000001,2.79,4.49
1,6.379999999999999,-10.620000000000001,2.49,4.97
1,6.379999999999999,6.379999999999999,3.85,3.21
1,9.379999999999999,-11.620000000000001,4.01,3.08
1,7.379999999999999,10.379999999999999,2.92,4.18
1,9.379999999999999,-7.620000000000001,3.03,3.99
1,9.379999999999999,-3.620000000000001,3.5,3.42
1,10.379999999999999,0.379999999999999,3.4,3.46
1,10.379999999999999,4.379999999999999,3.56,3.29
1,13.379999999999999,-7.620000000000001,2.59,4.51
1,14.379999999999999,-2.620000000000001,3.85,3.02
1,10.379999999999999,8.379999999999999,2.9,3.94
1,14.379999999999999,1.379999999999999,2.35,4.86
1,-12.620000000000001,-13.620000000000001,2.76,2.77
1,2.379999999999999,-4.620000000000001,2.62,2.85
1,-1.620000000000001,-7.620000000000001,3.5,1.9
1,-13.620000000000001,9.379999999999999,1.94,2.79
1,4.379999999999999,-16.62,1.94,2.42
1,9.379999999999999,-14.620000000000001,1.81,2.58
1,-4.620000000000001,-12.620000000000001,2.28,1.99
1,-16.62,-7.620000000000001,1.7,1.95
1,-8.620000000000001,14.379999999999999,1.67,1.91
1,13.379999999999999,8.379999999999999,1.61,1.72
1,14.379999999999999,6.379999999999999,1.49,1.8
2,-17.62,-5.620000000000001,2.89,3.91
2,-17.62,-1.620000000000001,4.72,2.39
2,-17.62,1.379999999999999,4.84,2.32
2,-16.62,4.379999999999999,4.4,2.53
2,-15.620000000000001,-9.620000000000001,3.28,3.39
2,-14.620000000000001,-5.620000000000001,3.06,3.62
2,-13.620000000000001,7.379999999999999,2.32,4.77
2,-13.620000000000001,-12.620000000000001,4.73,2.33
2,-12.620000000000001,-1.620000000000001,3.29,3.34
2,-11.620000000000001,-9.620000000000001,3.81,2.86
2,-11.620000000000001,2.379999999999999,2.27,4.76
2,-10.620000000000001,-6.620000000000001,3.17,3.38
2,-10.620000000000001,7.379999999999999,4.84,2.2
2,-10.620000000000001,10.379999999999999,4.8,2.15
2,-9.620000000000001,-15.620000000000001,3.49,2.93
2,-8.620000000000001,-2.620000000000001,2.06,4.96
2,-8.620000000000001,2.379999999999999,2.62,3.89
