Instance: r200
Bin radius: 16.13
Rho: 1/2
Rotate enable: true
Packed item area: 776.9884000000002
Packed item count: 107
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.78,-16.031484647405552,3.56,2.21
-4.01,-15.623597537059126,2.23,2.06
-8.69,-13.58899554786887,4.68,3.61
-11.61,-11.197535443123188,2.92,4.18
-15.669999999999998,-3.824656847352458,4.06,2.18
-15.19,-5.104656847352458,3.58,1.28
-14.7,-6.454656847352458,3.09,1.35
-14.2,-7.634656847352458,2.59,1.18
-13.45,-8.834656847352457,1.84,1.2
-12.7,-9.884656847352458,1.09,1.05
-10.469999999999999,-12.247535443123189,1.78,1.05
-6.31,-14.648995547868871,2.3,1.06
1.7800000000000002,-15.477897143992138,2.76,2.77
4.54,-14.766746425668723,1.95,4.21
6.490000000000001,-13.304228651071808,2.63,2.26
9.120000000000001,-11.25941383909482,2.43,1.68
9.120000000000001,-12.309413839094821,1.17,1.05
11.55,-4.986110708758882,3.79,1.4
11.55,-6.226110708758883,3.27,1.24
11.55,-7.296110708758883,2.74,1.07
11.55,-8.426110708758884,2.07,1.13
11.55,-9.976110708758885,1.1,1.55
-1.7799999999999998,-13.821484647405551,3.56,4.71
-3.94,-13.563597537059126,2.16,3.06
1.7800000000000002,-12.707897143992138,2.73,3.41
6.500000000000001,-11.044228651071808,2.62,2.85
4.51,-10.556746425668724,1.99,3.27
-3.9499999999999997,-10.503597537059125,2.17,2.26
-8.69,-9.978995547868871,4.74,3.44
9.120000000000001,-9.579413839094821,2.43,2.97
1.8599999999999999,-9.297897143992138,2.65,2.0
-1.7799999999999998,-9.11148464740555,3.64,4.1
-3.9499999999999993,-8.243597537059125,2.17,4.37
6.5,-8.194228651071809,2.62,3.89
1.8600000000000003,-7.297897143992138,2.57,3.62
4.43,-7.286746425668724,2.06,4.96
-11.61,-7.017535443123188,2.9,3.94
9.16,-6.60941383909482,2.39,4.72
-8.709999999999999,-6.538995547868872,4.76,2.27
-1.7599999999999998,-5.011484647405551,3.62,2.51
6.49,-4.304228651071808,2.67,1.49
-8.709999999999999,-4.268995547868872,4.7,1.28
-4.0,-3.8735975370591254,2.24,4.09
1.9,-3.677897143992138,2.53,1.61
11.55,-3.586110708758882,4.17,3.08
-11.61,-3.0775354431231885,2.9,4.58
-8.709999999999999,-2.988995547868872,4.58,1.03
6.57,-2.814228651071808,2.59,4.51
-1.7599999999999998,-2.501484647405551,3.66,4.54
4.43,-2.3267464256687242,2.14,2.78
1.9000000000000004,-2.0678971439921376,2.53,4.4
-8.709999999999999,-1.958995547868872,4.6,3.96
9.16,-1.8894138390948205,2.39,3.97
-16.009999999999998,-1.6446568473524579,4.4,1.1
-16.07,-0.5446568473524578,4.46,1.47
11.55,-0.5061107087588819,4.44,1.13
-4.109999999999999,0.2164024629408745,2.35,4.86
4.43,0.45325357433127555,2.14,1.78
11.55,0.623889291241118,4.29,1.86
-15.809999999999999,0.9253431526475422,4.2,2.01
-11.61,1.5024645568768116,2.86,3.81
6.57,1.6957713489281918,2.58,2.79
-8.75,2.001004452131128,4.5,4.72
-1.7599999999999993,2.038515352594449,3.65,4.13
9.15,2.0805861609051797,2.36,1.27
4.43,2.2332535743312754,2.14,1.46
1.8900000000000006,2.3321028560078627,2.53,3.6
11.51,2.483889291241118,4.09,1.23
-15.58,2.935343152647542,3.97,1.17
9.15,3.3505861609051797,2.32,4.84
4.42,3.6932535743312753,2.15,3.03
11.47,3.713889291241118,3.7,1.41
-15.17,4.105343152647542,3.56,1.24
6.57,4.485771348928192,2.58,1.81
-4.25,5.076402462940875,2.49,4.97
11.47,5.123889291241118,3.31,1.17
-11.61,5.312464556876812,2.86,3.48
-14.54,5.345343152647542,2.93,1.4
1.9499999999999997,5.932102856007862,2.47,1.62
-1.7599999999999998,6.168515352594449,3.62,3.06
11.47,6.2938892912411175,2.66,1.45
6.57,6.2957713489281915,2.58,2.09
-8.75,6.721004452131128,4.5,1.77
4.42,6.723253574331276,2.15,4.8
-13.95,6.745343152647543,2.34,1.0
1.8600000000000003,7.5521028560078625,2.56,4.97
11.47,7.743889291241118,1.83,1.09
-13.33,7.745343152647543,1.72,1.05
9.190000000000001,8.19058616090518,2.28,1.99
6.57,8.385771348928191,2.55,3.11
-8.719999999999999,8.491004452131127,4.47,4.26
-11.569999999999999,8.792464556876812,2.85,2.09
-12.759999999999998,8.795343152647543,1.19,1.0
11.47,8.833889291241118,1.09,1.09
-1.6399999999999997,9.22851535259445,3.5,4.05
-4.05,10.046402462940875,2.41,3.24
9.120000000000001,10.18058616090518,2.11,1.3
-10.54,10.882464556876812,1.82,1.32
6.57,11.49577134892819,3.51,1.08
4.44,11.523253574331275,2.13,3.17
2.0300000000000002,12.522102856007862,2.41,1.64
6.57,12.57577134892819,1.97,1.1
-8.15,12.751004452131127,4.1,1.12
-1.6199999999999997,13.27851535259445,3.65,2.66
-4.01,13.286402462940876,2.39,2.19
-5.46,13.871004452131128,1.45,1.29
2.0300000000000002,14.162102856007863,2.39,1.32
