Instance: r3
Bin radius: 6.22
Rho: 1/2
Rotate enable: false
Packed item area: 101.91659999999999
Packed item count: 16
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.81,-5.950823472427996,3.62,2.58
-5.77,-2.3228215600859223,3.96,3.09
-4.569999999999999,-3.5928215600859223,2.76,1.27
-3.3499999999999996,-5.142821560085922,1.54,1.55
1.8099999999999998,-5.4208763129221085,1.24,2.05
3.05,-3.631239457816022,2.0,1.34
-1.8099999999999996,-3.370823472427996,4.81,3.31
3.0,-2.2912394578160216,2.71,2.7
-1.8099999999999996,-0.060823472427995906,4.78,1.79
2.9700000000000006,0.4087605421839786,2.76,1.65
-5.52,0.7671784399140775,3.71,1.47
-1.8099999999999996,1.7291765275720041,4.37,1.02
2.5600000000000005,2.0587605421839785,2.42,1.11
-4.6899999999999995,2.2371784399140777,2.88,1.83
-1.8099999999999996,2.749176527572004,3.76,3.14
1.9500000000000002,3.1687605421839784,1.78,1.8
