Instance: r3
Bin radius: 7.18
Rho: 2/3
Rotate enable: true
Packed item area: 140.2309
Packed item count: 18
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-2.145,-6.85210734008159,4.29,3.39
-6.954999999999999,-1.7833605916919921,4.81,3.31
-6.515,-2.8033605916919924,4.37,1.02
-5.0249999999999995,-4.633360591691993,2.88,1.83
-4.034999999999999,-5.9033605916919925,1.89,1.27
2.145,-5.992526595685663,1.81,4.87
3.9549999999999996,-3.858675290821968,2.1,1.82
-2.1449999999999996,-3.4621073400815896,4.25,4.42
3.955,-2.038675290821968,2.9,3.84
2.165,-1.1225265956856632,1.79,4.78
-1.8650000000000002,0.9578926599184103,4.03,3.28
-6.4750000000000005,1.526639408308008,4.61,1.46
3.955,1.801324709178032,2.42,1.11
3.955,2.9113247091780323,1.54,1.55
-5.575,2.986639408308008,3.71,1.47
2.175,3.657473404314337,1.78,1.8
-1.4450000000000003,4.23789265991841,3.62,2.58
-4.205,4.456639408308008,2.76,1.27
