Instance: s3
Bin radius: 4.95
Rho: 1/3
Rotate enable: false
Packed item area: 64.1774
Packed item count: 13
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-4.444108459522562,-2.18,4.36,4.36
-1.9019989484749984,-4.57,2.39,2.39
-3.2719989484749985,-3.5500000000000003,1.37,1.37
0.48800105152500173,-4.237821447441714,2.07,2.07
2.558001051525001,-2.6545823048939328,1.62,1.62
-0.08410845952256185,-2.1678214474417143,2.58,2.58
2.495891540477438,-1.0345823048939327,2.19,2.19
-0.08410845952256185,0.4121785525582857,2.36,2.36
2.275891540477438,1.1554176951060673,1.72,1.72
-2.264108459522562,2.18,2.18,2.18
-3.474108459522562,2.18,1.21,1.21
-0.08410845952256185,2.7721785525582856,1.83,1.83
1.7458915404774382,2.8754176951060675,1.06,1.06
