Instance: r200
Bin radius: 13.17
Rho: 1/3
Rotate enable: true
Packed item area: 513.2016000000001
Packed item count: 82
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.53,-13.080825662013847,3.06,3.62
-3.5899999999999994,-12.671258816707992,2.06,4.96
-8.29,-10.23351357061689,4.7,1.28
-12.959999999999999,-2.3424986659548033,4.67,1.67
-12.69,-3.4424986659548034,4.4,1.1
-12.26,-4.612498665954803,3.97,1.17
-11.799999999999999,-5.692498665954803,3.51,1.08
-10.819999999999999,-7.302498665954803,2.53,1.61
-10.12,-8.392498665954804,1.83,1.09
-6.699999999999999,-11.253513570616889,3.11,1.02
-4.779999999999999,-12.253513570616889,1.19,1.0
1.5300000000000002,-12.35168004766963,3.04,2.41
4.57,-11.431417234971349,1.97,1.1
6.54,-10.068207387613747,1.95,4.21
8.490000000000002,-3.993294379331429,4.06,2.18
8.49,-5.043294379331429,3.34,1.05
8.49,-6.44329437933143,2.93,1.4
8.49,-7.74329437933143,2.11,1.3
8.49,-8.79329437933143,1.17,1.05
4.59,-10.33141723497135,1.95,1.7
1.53,-9.94168004766963,3.06,2.16
-1.5299999999999994,-9.460825662013846,3.06,4.24
-8.29,-8.95351357061689,4.68,1.5
4.600000000000001,-8.63141723497135,1.94,2.42
1.5300000000000007,-7.78168004766963,3.02,3.85
-3.6099999999999994,-7.711258816707992,2.08,1.76
-8.29,-7.45351357061689,4.68,3.61
4.550000000000001,-6.21141723497135,1.99,2.28
-3.6099999999999994,-5.951258816707992,2.07,1.13
6.5500000000000025,-5.858207387613747,1.94,2.79
-1.4499999999999988,-5.220825662013846,2.98,2.37
-3.6099999999999994,-4.821258816707992,2.16,3.45
1.5300000000000011,-3.9316800476696296,2.92,4.18
4.450000000000001,-3.93141723497135,2.1,4.79
-8.29,-3.84351357061689,4.55,1.03
6.550000000000001,-3.0682073876137466,1.9,3.5
-1.4499999999999993,-2.850825662013846,2.98,2.41
-8.29,-2.81351357061689,4.56,1.19
8.450000000000001,-1.813294379331429,4.58,2.9
-8.29,-1.6235135706168902,4.6,3.96
-3.6899999999999995,-1.371258816707992,2.24,4.09
-13.049999999999999,-0.6724986659548033,4.76,2.27
-1.4499999999999993,-0.44082566201384576,2.97,2.43
1.520000000000001,0.24831995233037008,2.93,3.49
6.590000000000001,0.43179261238625344,1.86,4.29
4.450000000000001,0.8585827650286499,2.14,2.78
8.450000000000001,1.086705620668571,4.28,2.13
-12.73,1.5975013340451967,4.44,1.13
-1.3899999999999992,1.9891743379861544,2.91,2.06
-8.29,2.33648642938311,4.6,4.57
-3.6899999999999995,2.718741183292008,2.3,1.77
-12.399999999999999,2.7275013340451966,4.11,1.5
8.450000000000001,3.216705620668571,3.79,1.4
4.450000000000001,3.6385827650286497,2.14,1.46
1.600000000000001,3.7383199523303703,2.85,2.09
-1.299999999999999,4.0491743379861544,2.9,3.94
-12.059999999999999,4.227501334045197,3.77,1.06
-3.6899999999999995,4.488741183292008,2.39,4.72
8.450000000000001,4.61670562066857,3.31,1.17
6.630000000000001,4.7217926123862535,1.82,1.32
4.450000000000001,5.09858276502865,2.18,2.04
-11.389999999999999,5.2875013340451975,3.1,1.26
8.450000000000001,5.78670562066857,2.74,1.07
1.600000000000001,5.82831995233037,2.85,2.62
6.630000000000001,6.041792612386254,1.78,2.14
-10.59,6.547501334045197,2.3,1.06
8.41,6.856705620668571,1.84,1.2
-8.2,6.90648642938311,4.51,2.59
4.450000000000001,7.13858276502865,2.12,3.3
-9.92,7.607501334045198,1.72,1.05
-1.2999999999999994,7.989174337986155,2.86,3.81
8.41,8.05670562066857,1.05,1.09
6.570000000000001,8.181792612386253,1.83,1.32
1.5600000000000005,8.448319952330369,2.89,3.91
-3.6899999999999995,9.208741183292009,2.39,1.32
-7.789999999999999,9.49648642938311,4.1,1.12
6.570000000000001,9.501792612386254,1.09,1.09
4.450000000000001,10.438582765028649,1.78,1.05
-3.639999999999999,10.52874118329201,2.34,1.0
-5.659999999999998,10.616486429383109,2.02,1.24
-3.6399999999999983,11.52874118329201,1.55,1.1
-1.709999999999999,11.799174337986155,3.27,1.24
