Instance: r200
Bin radius: 18.62
Rho: 2/3
Rotate enable: false
Packed item area: 1031.5359000000003
Packed item count: 136
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.605,-18.550697426242497,3.21,4.97
-3.9950000000000006,-18.186378831422157,2.39,3.97
-8.695,-16.465156391604665,4.7,1.28
-11.985,-14.250058771808629,3.29,4.33
-14.605,-11.549821427190986,2.62,2.85
-18.205000000000002,-3.9092678342625673,3.6,2.24
-17.705000000000002,-5.169267834262568,3.1,1.26
-17.275,-6.659267834262568,2.67,1.49
-16.905,-7.719267834262569,2.3,1.06
-16.385,-8.76926783426257,1.78,1.05
-15.695,-9.85926783426257,1.09,1.09
-13.535,-12.649821427190986,1.55,1.1
-10.415000000000001,-15.30005877180863,1.72,1.05
-5.965000000000001,-17.565156391604667,1.97,1.1
1.6049999999999998,-18.277482731492324,1.95,4.21
3.5549999999999993,-17.631907866138594,2.43,1.68
5.9849999999999985,-15.235070561044346,4.72,4.5
5.984999999999999,-16.535070561044346,2.11,1.3
10.704999999999998,-14.139702083141641,1.41,3.7
12.114999999999998,-12.93361415073142,1.28,3.58
13.395,-5.0040158872649565,4.54,3.66
13.394999999999998,-6.404015887264956,3.79,1.4
13.394999999999998,-7.484015887264956,3.51,1.08
13.394999999999998,-8.504015887264956,3.11,1.02
13.394999999999998,-9.774015887264955,2.36,1.27
13.394999999999998,-11.184015887264955,1.35,1.41
3.5749999999999984,-15.951907866138594,2.41,3.24
-8.695,-15.185156391604666,4.65,4.85
-4.045,-14.216378831422157,2.41,2.98
1.6349999999999985,-14.067482731492323,1.94,2.79
-1.6349999999999998,-13.580697426242498,3.27,1.99
3.6549999999999994,-12.711907866138594,2.33,1.57
-1.6349999999999998,-11.590697426242498,3.17,3.38
1.5350000000000001,-11.277482731492324,2.09,2.85
-4.005,-11.236378831422156,2.37,2.98
3.625,-11.141907866138594,2.3,1.77
5.925,-10.735070561044346,4.73,2.33
10.655000000000001,-10.43970208314164,1.46,2.14
-8.555,-10.335156391604666,4.55,1.03
-11.985,-9.920058771808629,3.4,1.64
3.645,-9.371907866138594,2.28,1.99
12.155,-9.35361415073142,1.24,3.56
-8.584999999999999,-9.305156391604667,4.58,1.03
-14.605000000000002,-8.699821427190987,2.62,3.89
1.605,-8.427482731492324,2.04,2.29
5.925,-8.405070561044345,4.73,3.49
10.655000000000001,-8.29970208314164,1.5,4.68
-11.985000000000003,-8.280058771808628,3.4,3.46
