Instance: s200
Bin radius: 14.21
Rho: 1/3
Rotate enable: false
Packed item area: 600.0956999999999
Packed item count: 68
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-2.005,-14.067838320083155,4.01,4.01
-6.894999999999999,-12.425098591158141,4.89,4.89
-11.344999999999999,-8.556580800763824,4.45,4.45
-13.294999999999998,-5.016679678831418,1.95,1.95
-12.684999999999999,-6.3566796788314175,1.34,1.34
-9.104999999999999,-10.766580800763823,2.21,2.21
-10.314999999999998,-9.766580800763823,1.21,1.21
-7.914999999999999,-11.786580800763822,1.02,1.02
-3.334999999999999,-13.755098591158141,1.33,1.33
-4.414999999999999,-13.505098591158141,1.08,1.08
2.0050000000000003,-13.261337602217962,3.1,3.1
5.1049999999999995,-10.876261995741002,4.04,4.04
5.105,-12.496261995741001,1.62,1.62
6.7250000000000005,-11.906261995741001,1.03,1.03
9.145,-6.560341073450375,3.46,3.46
9.145,-8.650341073450374,2.09,2.09
9.145,-9.760341073450373,1.11,1.11
12.605,-2.4050103949879365,1.4,1.4
12.605,-3.5550103949879364,1.15,1.15
2.005,-10.161337602217962,3.1,3.1
-1.975,-10.057838320083155,3.98,3.98
-6.894999999999999,-7.535098591158142,4.85,4.85
2.005,-7.061337602217963,3.1,3.1
5.105,-6.836261995741002,4.04,4.04
-2.044999999999999,-6.0778383200831545,4.05,4.05
-11.325,-4.106580800763823,4.43,4.43
2.005000000000001,-3.9613376022179625,3.09,3.09
9.145,-3.100341073450375,3.46,3.46
-13.875,-3.0666796788314175,2.55,2.55
5.174999999999999,-2.796261995741002,3.97,3.97
-6.895,-2.685098591158142,4.75,4.75
-2.1449999999999996,-2.0278383200831547,4.14,4.14
12.605,-1.0050103949879365,1.56,1.56
1.995,-0.8713376022179626,3.15,3.15
-14.024999999999999,-0.5166796788314176,2.7,2.7
-11.325,0.32341919923617635,4.43,4.43
9.145,0.35965892654962506,3.35,3.35
12.495,0.5549896050120635,1.44,1.44
5.145,1.1737380042589982,4.0,4.0
12.495,1.9949896050120635,1.32,1.32
-6.895,2.064901408841858,4.6,4.6
-2.295,2.112161679916845,4.29,4.29
-13.514999999999999,2.1833203211685825,2.19,2.19
1.995,2.2786623977820373,3.11,3.11
12.495,3.3149896050120633,1.03,1.03
9.145,3.709658926549625,3.24,3.24
-12.895,4.373320321168583,1.57,1.57
-11.015,4.753419199236176,4.12,4.12
5.234999999999999,5.173738004258999,3.91,3.91
1.995,5.388662397782037,3.24,3.24
-12.195,5.943320321168583,1.18,1.18
-2.205,6.402161679916845,4.2,4.2
-6.845,6.664901408841858,4.64,4.64
9.145,6.949658926549626,1.91,1.91
1.995,8.628662397782037,3.2,3.2
9.145,8.859658926549626,1.04,1.04
-8.565,8.873419199236176,1.72,1.72
-9.875,8.873419199236176,1.31,1.31
5.195,9.083738004258999,2.61,2.61
7.805,9.083738004258999,1.33,1.33
-7.945,10.593419199236177,1.1,1.1
-1.455,10.602161679916845,3.45,3.45
-3.825,11.304901408841857,2.37,2.37
-5.585,11.304901408841857,1.76,1.76
-6.765,11.304901408841857,1.18,1.18
5.195,11.693738004258998,1.06,1.06
1.995,11.828662397782036,1.84,1.84
3.835,11.828662397782036,1.36,1.36
