Instance: r100
Bin radius: 10.0
Rho: 1/3
Rotate enable: true
Packed item area: 286.76610000000005
Packed item count: 38
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-2.36,-9.717530550505103,4.72,2.58
-4.379999999999999,-8.989749718429318,2.02,1.21
-8.68,-4.965641952456902,4.3,4.82
-9.69,-2.4706072128122694,1.01,4.6
-7.609999999999999,-6.365641952456903,3.23,1.4
-6.199999999999999,-7.845641952456903,1.82,1.48
2.36,-8.318503471177975,3.19,2.16
5.550000000000001,-3.4117444218463944,3.85,2.22
5.55,-4.5117444218463945,3.37,1.1
5.55,-5.521744421846394,2.69,1.01
5.55,-6.541744421846394,1.98,1.02
-4.38,-7.779749718429318,2.0,4.13
-2.38,-7.137530550505103,4.65,2.88
2.2700000000000005,-6.1585034711779745,3.28,4.68
-2.2399999999999993,-4.257530550505103,4.51,3.25
-4.38,-3.6497497184293177,2.12,3.78
2.2700000000000005,-1.4785034711779748,3.24,3.05
5.510000000000001,-1.1917444218463942,4.39,2.34
-2.2399999999999993,-1.0075305505051029,4.51,4.23
-8.68,-0.14564195245690215,4.17,2.47
-4.51,0.13025028157068208,2.27,4.92
5.510000000000001,1.1482555781536057,4.15,1.23
2.2700000000000005,1.571496528822025,3.17,4.69
-9.24,2.324358047543098,4.73,1.05
5.44,2.3782555781536057,3.83,1.24
-2.2399999999999998,3.2224694494948976,4.51,2.24
-8.92,3.3743580475430983,4.41,1.07
5.44,3.6182555781536054,3.08,1.05
-7.539999999999999,4.444358047543099,3.03,1.93
5.44,4.668255578153605,2.61,1.1
-4.51,5.050250281570682,2.25,2.92
-2.26,5.462469449494898,4.39,3.02
5.44,5.768255578153605,1.66,1.24
2.13,6.2614965288220255,3.15,2.18
-6.2299999999999995,6.374358047543098,1.72,1.44
-3.84,7.9702502815706815,1.58,1.16
-2.26,8.482469449494898,2.71,1.18
0.4500000000000002,8.482469449494898,2.58,1.0
