Instance: r3
Bin radius: 7.18
Rho: 2/3
Rotate enable: false
Packed item area: 137.9091
Packed item count: 18
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.98,-6.901594018775662,3.96,3.15
-3.7900000000000005,-6.098221052077401,1.81,4.87
-6.950000000000001,-1.802747902508829,3.16,3.47
-6.210000000000001,-2.912747902508829,2.42,1.11
-5.33,-4.462747902508829,1.54,1.55
1.9799999999999995,-4.493595442404668,3.62,2.58
1.98,-5.833595442404667,2.0,1.34
5.6,-2.18330025420234,1.24,4.16
-1.9800000000000004,-3.7515940187756622,3.96,3.09
2.32,-1.9135954424046675,3.28,4.03
-3.790000000000001,-1.2282210520774006,1.78,1.8
-1.9299999999999997,-0.6615940187756624,4.25,4.42
-3.75,0.5717789479225994,1.82,4.93
-6.51,1.667252097491171,2.76,1.27
2.3200000000000003,2.1164045575953327,3.71,1.47
-5.02,2.937252097491171,1.27,1.89
2.3200000000000003,3.5864045575953325,2.1,1.82
-1.93,3.7584059812243376,3.76,3.14
