Instance: r100
Bin radius: 10.0
Rho: 1/3
Rotate enable: false
Packed item area: 284.2810999999999
Packed item count: 37
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-2.15,-9.766140486394818,4.3,4.82
-4.7,-8.826664149042944,2.55,3.36
-7.94,-6.079177575955484,3.24,3.05
-9.8,-1.9899748742132348,1.86,3.89
-8.96,-3.9699748742132352,1.02,1.98
-6.720000000000001,-7.289177575955484,2.02,1.21
2.15,-8.60766518865598,2.94,2.91
5.09,-4.480669592817574,3.85,2.22
5.09,-5.530669592817574,3.08,1.05
5.09,-7.010669592817575,1.82,1.48
2.17,-5.69766518865598,2.92,2.25
-4.7,-5.466664149042945,2.54,2.17
-2.16,-4.9461404863948175,4.23,4.51
2.0700000000000003,-3.4476651886559804,3.02,4.39
-4.5,-3.296664149042945,2.34,4.39
-7.94,-3.029177575955484,3.44,3.48
5.09,-2.260669592817574,4.51,2.24
-2.16,-0.43614048639481773,4.17,3.19
5.09,-0.020669592817573967,4.77,1.4
-7.94,0.450822424044516,3.36,2.89
2.01,0.9423348113440193,3.03,1.93
-4.58,1.0933358509570548,2.4,4.84
5.039999999999999,1.379330407182426,4.29,1.94
-9.52,1.9000251257867653,1.58,1.16
-2.18,2.753859513605182,4.07,4.33
1.8900000000000001,2.872334811344019,3.15,2.18
5.04,3.319330407182426,3.63,1.57
-8.47,3.340822424044516,3.89,1.3
-7.8100000000000005,4.640822424044516,3.23,1.4
5.04,4.889330407182426,2.58,1.0
1.8900000000000001,5.05233481134402,3.1,1.68
4.99,5.889330407182426,1.77,1.44
-4.4399999999999995,5.933335850957055,2.26,2.96
-5.879999999999999,6.040822424044515,1.44,1.72
3.3100000000000005,6.732334811344019,1.68,1.87
1.8900000000000001,6.732334811344019,1.18,2.71
-2.1599999999999993,7.083859513605182,4.05,2.64
