Instance: CBPP
Bin radius: 14.14
Rotate enable: false
Bin num: 50
Lower bound: 41
Opt: false
Gap: 0.18
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-3.87,-13.600099264343624,7.74,7.95
1,-13.3,-4.800999895855029,9.43,6.49
1,-9.990000000000002,-10.000999895855028,6.12,5.2
1,3.87,-8.695809335536286,7.28,5.96
1,-3.870000000000001,-5.650099264343624,7.61,5.96
1,3.7399999999999993,-2.7358093355362856,9.39,5.05
1,-3.870000000000001,0.30990073565637566,7.61,6.9
1,-11.830000000000002,1.689000104144971,7.96,5.3
1,3.7399999999999993,2.3141906644637142,8.19,5.03
1,-6.200000000000001,7.209900735656376,9.94,5.14
2,-2.85,-13.849805052779624,5.7,6.77
2,-7.88,-11.74074955017779,5.03,7.3
2,-12.92,-5.745711444199057,5.04,6.04
2,2.8499999999999996,-11.540827526655098,5.32,8.19
2,8.170000000000002,-4.800999895855029,5.13,8.44
2,-2.66,-7.079805052779625,5.51,8.11
2,-7.88,-4.440749550177791,5.22,8.58
2,2.8499999999999996,-3.350827526655099,5.32,8.17
2,-12.95,0.29428855580094293,5.07,5.38
2,-2.66,1.0301949472203749,5.51,6.55
2,-7.72,4.139250449822209,5.06,6.81
2,2.8499999999999996,4.819172473344901,6.62,5.59
2,-2.66,7.580194947220375,5.48,5.46
3,-2.95,-13.828850277589963,5.9,5.48
3,-11.79,-7.80611939442384,8.84,7.97
3,2.95,-9.729953751174772,7.31,6.64
3,-2.9499999999999993,-8.348850277589962,5.75,5.83
3,2.8000000000000007,-3.0899537511747726,9.89,5.16
3,-2.789999999999999,-2.518850277589962,5.59,7.13
3,-12.399999999999999,0.1638806055761597,9.61,5.27
3,2.8000000000000007,2.0700462488252276,8.71,5.76
3,-2.789999999999999,4.611149722410038,5.59,7.58
3,-8.93,5.433880605576159,6.14,5.36
4,-4.02,-13.556518727165908,8.04,5.95
4,-13.299999999999999,-4.800999895855035,9.28,8.03
4,-9.829999999999998,-9.800999895855036,5.81,5.0
4,4.02,-4.6024667299177775,9.35,6.91
4,4.02,-9.842466729917778,5.96,5.24
4,-4.02,-7.606518727165908,8.04,9.23
4,-4.02,1.6234812728340922,7.88,8.02
