Instance: CBPP
Bin radius: 14.14
Rotate enable: false
Bin num: 49
Lower bound: 41
Opt: false
Gap: 0.16326530612244897
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-3.87,-13.600099264343624,7.74,7.95
1,-12.71,-6.19641025110507,8.84,7.97
1,3.870000000000001,-8.157027644920667,7.68,5.71
1,-3.870000000000001,-5.650099264343624,7.61,6.9
1,3.7399999999999993,-2.4470276449206674,9.38,5.26
1,-3.870000000000001,1.249900735656376,7.61,5.96
1,-12.06,1.7735897488949295,8.19,5.03
1,3.7399999999999993,2.8129723550793324,7.36,5.3
1,-6.200000000000001,7.209900735656376,9.94,5.14
2,-2.85,-13.849805052779624,5.7,6.77
2,-7.88,-11.74074955017779,5.03,7.3
2,-12.92,-5.745711444199057,5.04,6.04
2,2.8499999999999996,-11.540827526655098,5.32,8.19
2,8.169999999999998,-4.828612637186798,5.12,9.39
2,-2.7700000000000005,-7.079805052779625,5.62,5.85
2,-7.88,-4.440749550177791,5.03,7.96
2,2.8499999999999996,-3.350827526655099,5.32,8.17
2,-2.7,-1.229805052779625,5.55,6.47
2,-12.95,0.29428855580094293,5.07,5.38
2,-7.879999999999999,3.5192504498222092,5.12,7.93
2,2.8499999999999996,4.819172473344901,6.62,5.59
2,-2.759999999999999,5.240194947220375,5.51,8.11
3,-2.95,-13.828850277589963,5.9,5.48
3,-9.95,-10.046745741781267,7.0,9.71
3,2.95,-9.740487667463062,7.3,6.62
3,-2.9499999999999993,-8.348850277589962,5.75,5.83
3,2.8000000000000007,-3.1204876674630624,9.89,5.16
3,-2.9299999999999997,-2.518850277589962,5.73,8.21
3,-12.28,-0.33674574178126626,9.35,6.91
3,2.8000000000000007,2.0395123325369378,8.86,5.47
3,-2.789999999999999,5.691149722410039,5.59,7.58
4,-4.02,-13.556518727165908,8.04,9.23
4,-13.299999999999999,-4.800999895855035,9.28,8.03
4,-9.829999999999998,-9.800999895855036,5.81,5.0
4,4.02,-8.631315079407079,7.18,8.08
4,-4.02,-4.326518727165908,8.04,5.95
4,4.02,-0.5513150794070789,9.19,5.16
4,-3.8600000000000003,1.6234812728340922,7.88,8.02
4,-11.14,3.2290001041449647,7.28,5.29
4,4.02,4.608684920592921,5.96,5.24
5,-4.215,-13.497161738676766,8.43,9.93
5,-10.485,-9.487063560449041,6.27,9.0
5,4.215,-6.581365739723026,8.3,5.52
5,-4.215,-3.5671617386767664,8.43,5.61
5,4.215,-1.0613657397230263,9.01,5.95
5,-12.735,-0.487063560449041,8.52,5.24
5,-4.175000000000001,2.042838261323234,8.39,6.25
5,-9.655000000000001,4.752936439550959,5.48,5.46
5,-4.175000000000001,8.292838261323233,7.8,5.15
6,-3.245,-13.762615122134312,6.49,9.99
6,-10.095,-9.90103908688376,6.85,9.63
6,3.245000000000001,-10.226650233580887,6.52,8.79
6,-3.245000000000001,-3.7726151221343116,6.41,9.08
6,3.164999999999999,-1.4366502335808882,9.9,5.96
6,-12.425,-0.2710390868837589,9.18,6.67
6,3.164999999999999,4.523349766419112,6.29,5.84
6,-3.0650000000000013,5.3073848778656885,6.23,7.87
7,-3.945,-13.578533610077342,7.89,5.28
7,-12.595,-6.426941340949052,8.65,9.0
7,3.9449999999999994,-9.19154910774022,6.8,8.59
7,-3.9450000000000003,-8.298533610077342,7.89,5.82
7,-3.9450000000000003,-2.478533610077342,7.71,7.93
7,3.7649999999999997,-0.6015491077402206,9.44,5.45
7,-11.845,2.5730586590509477,7.9,5.06
7,3.7649999999999997,4.8484508922597795,6.12,5.2
7,-3.7150000000000007,5.451466389922658,7.48,6.84
8,-4.355,-13.452641933835897,8.71,8.87
8,-10.885000000000002,-9.025318553934813,6.53,8.74
8,4.355,-9.703523844459806,5.93,7.82
8,-4.355000000000001,-4.582641933835898,8.71,5.76
8,4.3549999999999995,-1.8835238444598055,8.86,5.99
8,-12.825000000000001,-0.28531855393481287,8.47,5.43
8,-4.355,1.1773580661641017,8.62,7.51
8,4.264999999999999,4.106476155540195,6.28,5.28
9,-4.625,-13.362221933495942,9.25,8.02
9,-10.504999999999999,-9.464912836365691,5.88,8.04
9,4.625,-8.049781052923118,7.0,6.65
9,-4.624999999999999,-5.342221933495942,9.25,5.79
9,-13.415,-1.4249128363656922,8.79,5.34
9,4.625000000000001,-1.3997810529231174,8.64,5.57
9,-4.455,0.4477780665040578,9.08,5.7
9,-10.594999999999999,3.9150871636343076,6.14,5.36
9,4.625,4.170218947076883,5.6,5.49
9,-4.245,6.147778066504058,8.87,7.13
10,-4.265,-13.481445582725913,8.53,8.77
10,-11.625,-8.049781052923118,7.36,6.96
10,4.264999999999999,-5.756941462269705,8.65,9.17
10,-4.0150000000000015,-4.711445582725913,8.28,8.23
10,-13.405000000000001,-1.0897810529231178,9.39,5.05
10,4.264999999999998,3.4130585377302953,6.68,5.14
10,-3.8650000000000038,3.5185544172740872,8.13,9.67
10,-10.375000000000004,3.960218947076882,6.51,5.56
11,-4.815,-13.29493794645165,9.63,7.39
11,-11.155000000000001,-8.689394397770192,6.34,8.72
11,4.815,-8.178225663308638,6.72,9.56
11,-4.815000000000001,-5.904937946451651,9.63,9.77
11,-12.775000000000002,0.03060560222980868,7.96,5.3
11,4.8149999999999995,1.3817743366913628,7.16,6.01
11,-4.794999999999999,3.865062053548349,9.61,7.32
12,-4.635,-13.35875649153019,9.27,7.65
12,-10.405,-9.57473628879668,5.77,8.26
12,4.635,-8.262201583113306,6.84,9.34
12,-4.635,-5.70875649153019,9.27,6.0
12,-13.195,-1.3147362887966807,8.56,6.27
12,-4.635,0.29124350846980995,9.04,7.37
12,4.404999999999999,1.0777984168866936,7.78,6.09
12,-5.720361992449205,7.661243508469809,9.61,5.27
13,-4.775,-13.30935667115432,9.55,8.7
13,-11.775,-7.828727546670659,7.0,8.94
13,4.775,-7.018830030710248,7.5,8.98
13,-4.674999999999999,-4.6093566711543215,9.45,9.3
13,-12.094999999999999,1.1112724533293408,7.42,5.99
13,4.775,1.9611699692897524,6.71,5.99
13,-4.504999999999999,4.690643328845679,9.28,8.38
14,-4.47,-13.414868616576161,8.94,8.94
14,-11.18,-8.65720509171407,6.71,6.46
14,4.469999999999999,-8.57916079812006,6.77,9.57
14,-4.300000000000002,-4.4748686165761615,8.77,7.82
14,-13.67,-2.1972050917140704,9.37,5.68
14,4.469999999999998,0.9908392018799397,7.97,5.6
14,-4.250000000000002,3.3451313834238388,8.72,6.89
14,-10.470000000000002,3.4827949082859293,6.22,5.91
15,-2.655,-13.888505139142946,5.31,9.83
15,-9.735,-10.255212089469433,7.08,5.81
15,2.6549999999999994,-10.707678319785295,6.58,7.47
15,-12.264999999999999,-4.445212089469433,9.61,7.53
15,-2.6549999999999994,-4.058505139142946,5.31,7.99
15,2.6550000000000002,-3.237678319785295,9.8,7.12
15,-10.995,3.084787910530567,8.34,5.48
15,2.6550000000000002,3.882321680214705,7.35,5.88
15,-2.6049999999999995,3.931494860857054,5.26,8.2
16,-2.7,-13.879827088260143,5.4,9.06
16,-8.7,-11.146730462337377,6.0,9.64
16,-13.709999999999999,-3.460563537922695,5.01,6.2
16,2.700000000000001,-11.20871089822554,5.92,8.23
16,8.620000000000001,-3.5773174307013953,5.06,6.81
16,-2.6999999999999993,-4.819827088260142,5.4,8.42
16,2.700000000000001,-2.9787108982255397,5.92,6.21
16,-8.54,-1.5067304623373765,5.84,9.84
