Instance, n0, n, Rho,R, A, RotateEnable, UB, UB0Time, incTime, totalTime
s1,10,10,0,3.44,37.176350825520174,F,
s1,10,10,1,4.21,55.681902351490855,F,4,0.039,0.039,600.0,
s1,10,10,2,4.87,74.50883880592377,F,3,0.004,0.004,600.0,
s2,20,20,0,5.08,81.07319665559963,F,6,0.015,0.015,600.0,
s2,20,20,1,6.22,121.54319321914333,F,4,0.004,0.004,600.0,
s2,20,20,2,7.19,162.40808797924333,F,3,0.006,0.006,600.0,
s3,30,30,0,4.95,76.97687399458391,F,5,0.006,0.006,600.015,
s3,30,30,1,6.06,115.37059197337013,F,3,0.046,0.046,600.011,
s3,30,30,2,6.99,153.49853121366266,F,2,0.006,0.006,600.014,
r1,10,9,0,2.95,27.339710067865177,F,5,0.0,0.0,600.012,
r1,10,9,0,2.95,27.339710067865177,R,5,0.016,0.016,600.014,
r1,10,10,1,3.62,41.168686769702084,F,5,0.0,0.0,600.0,
r1,10,10,1,3.62,41.168686769702084,R,4,0.048,0.048,600.005,
r1,10,10,2,4.18,54.89116348058229,F,3,0.016,0.016,600.004,
r1,10,10,2,4.18,54.89116348058229,R,3,0.015,0.015,600.009,
r2,20,20,0,4.33,58.90140650288967,F,6,0.112,0.112,600.004,
r2,20,20,0,4.33,58.90140650288967,R,6,0.031,0.031,600.009,
r2,20,20,1,5.3,88.24733763933729,F,4,0.096,0.096,600.014,
r2,20,20,1,5.3,88.24733763933729,R,4,0.08,0.08,600.01,
r2,20,20,2,6.12,117.66646788461355,F,3,0.013,0.013,600.01,
r2,20,20,2,6.12,117.66646788461355,R,3,0.112,0.112,600.012,
r3,30,30,0,5.08,81.07319665559963,F,5,0.096,0.096,600.006,
r3,30,30,0,5.08,81.07319665559963,R,5,0.122,0.122,600.001,
r3,30,30,1,6.22,121.54319321914333,F,3,0.143,0.143,600.004,
r3,30,30,1,6.22,121.54319321914333,R,3,0.016,0.016,600.003,
r3,30,30,2,7.18,161.95664111492243,F,3,0.111,0.111,600.005,
r3,30,30,2,7.18,161.95664111492243,R,3,0.111,0.111,600.001,
s100,100,100,0,10.17,324.93147240887333,F,4,0.079,0.079,600.005,
s100,100,100,1,12.46,487.7372860180612,F,3,0.173,0.173,600.006,
s100,100,100,2,14.39,650.536188123411,F,2,0.063,0.063,600.002,
s150,150,150,0,12.7,506.7074790974977,F,4,0.174,0.174,600.008,
s150,150,150,1,15.559999999999999,760.6223070941776,F,3,0.238,0.238,600.012,
s150,150,150,2,17.97,1014.4859271306041,F,2,0.126,0.126,600.014,
s200,200,200,0,14.210000000000003,634.3632691427309,F,4,0.221,0.221,600.011,
s200,200,200,1,17.4,951.1485918008456,F,3,0.189,0.189,600.015,
s200,200,200,2,20.1,1269.2348479768125,F,2,0.086,0.086,600.005,
r100,100,100,0,10.0,314.1592653589793,F,4,0.044,0.044,600.0,
r100,100,100,0,10.0,314.1592653589793,R,4,0.123,0.123,600.011,
r100,100,100,1,12.25,471.43524757931834,F,3,0.086,0.086,600.005,
r100,100,100,1,12.25,471.43524757931834,R,3,0.092,0.092,600.002,
r100,100,100,2,14.14,628.1287785216819,F,2,0.061,0.061,600.004,
r100,100,100,2,14.14,628.1287785216819,R,2,0.068,0.068,600.008,
r150,150,150,0,11.63,424.9220833873294,F,4,0.083,0.083,600.003,
r150,150,150,0,11.63,424.9220833873294,R,4,0.209,0.209,600.01,
r150,150,150,1,14.24,637.0446184725697,F,3,0.114,0.114,600.005,
r150,150,150,1,14.24,637.0446184725697,R,3,0.11,0.11,600.004,
r150,150,150,2,16.45,850.1228260430319,F,2,0.05,0.05,600.015,
r150,150,150,2,16.45,850.1228260430319,R,2,0.085,0.085,600.001,
r200,200,200,0,13.169999999999998,544.9057900132306,F,4,0.109,0.109,600.0,
r200,200,200,0,13.169999999999998,544.9057900132306,R,4,0.242,0.242,600.006,
r200,200,200,1,16.13,817.3698376737663,F,3,0.091,0.091,600.003,
r200,200,200,1,16.13,817.3698376737663,R,3,0.207,0.207,600.001,
r200,200,200,2,18.62,1089.203996007257,F,2,0.121,0.121,600.011,
r200,200,200,2,18.62,1089.203996007257,R,2,0.113,0.113,600.001,
