Instance: s150
Bin radius: 12.7
Rho: 1/3
Rotate enable: false
Bin num: 4
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-12.4,-2.7,4.99,4.99
1,-10.3,2.3,4.98,4.98
1,-10.0,-7.8,4.96,4.96
1,-7.4,-2.8,4.95,4.95
1,-5.3,2.2,4.95,4.95
1,-5.0,-11.6,4.9,4.9
1,-3.5,7.2,4.9,4.9
1,-2.4,-6.6,4.87,4.87
1,-0.3,-1.7,4.86,4.86
1,0.0,-11.7,4.85,4.85
1,1.5,3.2,4.85,4.85
1,2.5,-6.8,4.83,4.83
1,4.6,-1.9,4.77,4.77
1,6.4,2.9,4.01,4.01
1,7.4,-5.9,3.79,3.79
1,1.5,8.1,3.46,3.46
1,-6.9,7.3,3.28,3.28
1,9.4,-2.1,3.08,3.08
1,4.9,-9.9,2.93,2.93
1,-5.0,-6.6,2.59,2.59
1,-7.5,-10.2,2.38,2.38
1,5.0,8.1,2.18,2.18
1,-2.4,-1.7,2.09,2.09
1,7.9,-7.9,1.94,1.94
1,9.4,1.0,1.89,1.89
1,-11.8,-4.6,1.7600000000000002,1.7600000000000002
1,-8.8,7.3,1.7,1.7
1,-12.0,2.3,1.6800000000000002,1.6800000000000002
1,-2.4,0.4,1.67,1.67
1,-0.3,3.2,1.65,1.65
1,-0.3,4.9,1.6,1.6
1,7.2,7.0,1.58,1.58
1,10.5,2.9,1.39,1.39
1,-8.8,-9.1,1.25,1.25
1,-11.5,4.0,1.14,1.14
1,-11.2,-5.9,1.12,1.12
1,-5.0,-4.0,1.07,1.07
1,-4.9,10.6,1.04,1.04
1,-3.9,-4.0,1.04,1.04
1,4.9,-11.1,1.0,1.0
2,-12.4,-2.7,4.76,4.76
2,-10.6,2.1,4.72,4.72
2,-10.3,-7.4,4.68,4.68
2,-7.6,-2.7,4.67,4.67
2,-5.8,2.0,4.64,4.64
2,-5.6,-11.3,4.64,4.64
2,-5.5,6.7,4.61,4.61
2,-2.9,-6.6,4.61,4.61
2,-1.1,-1.9,4.55,4.55
2,-0.9,-12.1,4.5,4.5
2,-0.8,2.7,4.48,4.48
2,-0.8,7.2,4.48,4.48
2,1.8,-7.5,4.45,4.45
2,3.5,-3.0,4.41,4.41
2,3.7,1.5,4.41,4.41
2,8.0,-3.1,4.27,4.27
2,6.3,-7.2,4.0,4.0
2,3.7,6.0,3.9900000000000007,3.9900000000000007
2,8.2,1.2,3.34,3.34
2,3.7,-10.7,3.03,3.03
2,-8.3,6.9,2.69,2.69
2,-5.6,-6.6,2.69,2.69
2,-8.0,-9.8,2.36,2.36
2,8.2,4.6,2.28,2.28
2,6.8,-9.2,1.8799999999999997,1.8799999999999997
2,-11.9,-4.4,1.57,1.57
2,-2.9,-1.9,1.57,1.57
2,-2.9,-0.3,1.56,1.56
2,7.7,6.9,1.55,1.55
2,-12.1,2.1,1.48,1.48
2,3.7,10.0,1.47,1.47
2,10.4,-4.6,1.38,1.38
2,-9.6,6.9,1.2,1.2
3,-12.5,-2.2,4.39,4.39
3,-10.9,-6.5,4.25,4.25
3,-10.9,2.2,4.24,4.24
3,-8.1,-2.2,4.23,4.23
3,-6.8,-10.7,4.16,4.16
3,-6.8,6.5,4.15,4.15
3,-6.6,-6.5,4.15,4.15
3,-6.6,2.1,4.14,4.14
3,-3.8,-2.3,4.13,4.13
3,-2.6,-12.4,3.85,3.85
3,-2.6,6.3,3.81,3.81
3,-2.4,-8.5,3.8,3.8
3,-2.4,1.9,3.75,3.75
3,0.4,-4.6,3.69,3.69
3,1.3,5.7,3.62,3.62
3,1.4,-0.9,3.62,3.62
3,1.5,-11.5,3.6,3.6
3,4.1,-7.8,3.6,3.6
3,5.0,2.8,3.55,3.55
3,5.1,-4.1,3.54,3.54
3,8.6,-0.5,3.5099999999999993,3.5099999999999993
3,5.1,-0.5,3.2700000000000005,3.2700000000000005
3,5.0,6.4,3.15,3.15
3,8.7,-4.4,3.14,3.14
3,1.4,2.8,2.89,2.89
3,7.8,-7.1,2.68,2.68
3,1.3,9.4,2.55,2.55
3,1.5,-7.8,2.51,2.51
3,8.6,3.1,2.51,2.51
3,-1.5,10.2,2.36,2.36
3,-9.1,-8.8,2.27,2.27
3,-9.1,6.5,2.2,2.2
3,-2.4,-4.6,2.18,2.18
3,5.2,-10.3,2.16,2.16
3,-3.1,10.7,1.54,1.54
3,3.9,9.6,1.53,1.53
3,8.2,6.4,1.52,1.52
3,7.8,-8.6,1.46,1.46
4,-12.5,-2.2,3.5099999999999993,3.5099999999999993
4,-11.6,1.4,3.5,3.5
4,-11.3,-5.7,3.31,3.31
4,-9.5,5.0,3.3,3.3
4,-9.0,-8.9,3.1,3.1
4,-8.9,-2.3,3.02,3.02
4,-8.0,0.8,3.02,3.02
4,-7.9,-5.7,3.0,3.0
4,-6.1,3.9,2.83,2.83
4,-6.1,6.8,2.82,2.82
4,-5.8,-11.2,2.77,2.77
4,-5.8,-2.6,2.76,2.76
4,-5.8,-8.4,2.66,2.66
4,-4.9,0.2,2.62,2.62
4,-4.8,-5.7,2.49,2.49
4,-3.5,9.7,2.46,2.46
4,-3.2,2.9,2.46,2.46
4,-3.2,5.4,2.45,2.45
4,-3.1,-8.4,2.43,2.43
