Instance: s150
Bin radius: 17.97
Rho: 2/3
Rotate enable: false
Bin num: 2
Lower bound: 2
Opt: true
Gap: 0.0
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-0.77,-17.95349548138189,1.54,1.54
1,-3.0399999999999996,-17.71099376093843,2.27,2.27
1,-5.369999999999999,-17.148877514286465,2.33,2.33
1,-10.009999999999998,-14.923833287731407,4.64,4.64
1,-12.339999999999998,-13.063127496889862,2.33,2.33
1,-15.159999999999998,-9.64859057064813,2.82,2.82
1,-16.81,-6.351755662806939,1.65,1.65
1,-17.81,-2.392655428598112,1.0,1.0
1,-16.2,-7.391755662806939,1.04,1.04
1,-13.819999999999999,-11.12859057064813,1.48,1.48
1,-11.079999999999998,-14.133127496889863,1.07,1.07
1,-6.93,-16.483833287731407,1.56,1.56
1,-8.05,-16.043833287731406,1.12,1.12
1,0.77,-17.365958078954353,3.85,3.85
1,4.62,-16.01047469627306,3.54,3.54
1,4.62,-17.05047469627306,1.04,1.04
1,8.16,-13.664991767286212,3.51,3.51
1,8.16,-14.914991767286212,1.25,1.25
1,11.67,-6.735376752639747,4.99,4.99
1,11.67,-9.885376752639747,3.15,3.15
1,11.67,-11.775376752639747,1.89,1.89
1,14.82,-7.935376752639747,1.2,1.2
1,16.66,-2.465948093533181,1.14,1.14
1,-0.75,-16.41349548138189,1.52,1.52
1,-3.039999999999999,-15.44099376093843,2.28,2.28
1,-0.7599999999999993,-14.89349548138189,1.53,1.53
1,-5.369999999999998,-14.818877514286465,2.32,2.32
1,0.8099999999999992,-13.515958078954354,3.81,3.81
1,-0.7599999999999993,-13.363495481381891,1.57,1.57
1,-2.9599999999999995,-13.16099376093843,2.2,2.2
1,-5.369999999999998,-12.498877514286464,2.36,2.36
1,4.619999999999999,-12.470474696273062,3.46,3.46
1,-0.7599999999999993,-11.79349548138189,1.57,1.57
1,-3.0099999999999985,-10.960993760938429,2.18,2.18
1,-12.339999999999998,-10.733127496889862,2.14,2.14
1,-10.199999999999998,-10.283833287731408,4.83,4.83
1,-0.8299999999999983,-10.22349548138189,1.6,1.6
1,8.120000000000001,-10.154991767286212,3.55,3.55
1,-5.369999999999997,-10.138877514286465,2.36,2.36
1,0.7700000000000018,-9.705958078954353,3.75,3.75
1,4.520000000000001,-9.01047469627306,3.6,3.6
1,-3.0099999999999976,-8.78099376093843,2.18,2.18
1,-0.7799999999999983,-8.623495481381891,1.55,1.55
1,-12.289999999999997,-8.593127496889862,2.09,2.09
1,-5.369999999999997,-7.7788775142864655,2.34,2.34
1,-0.8099999999999983,-7.073495481381891,1.58,1.58
1,-15.159999999999998,-6.82859057064813,2.83,2.83
1,8.170000000000002,-6.604991767286212,3.5,3.5
1,-3.0299999999999976,-6.6009937609384295,2.16,2.16
1,-12.329999999999998,-6.503127496889862,1.94,1.94
1,0.8300000000000014,-5.955958078954353,3.69,3.69
1,-0.8699999999999974,-5.493495481381891,1.7,1.7
1,-10.389999999999999,-5.453833287731408,4.9,4.9
1,-5.489999999999998,-5.438877514286466,2.46,2.46
1,4.520000000000001,-5.410474696273061,3.62,3.62
1,-17.099999999999998,-4.3326554285981125,1.94,1.94
1,-12.309999999999999,-4.563127496889862,1.92,1.92
1,-3.0299999999999985,-4.440993760938429,2.03,2.03
1,-15.159999999999998,-3.9985905706481297,2.76,2.76
1,-0.9999999999999987,-3.793495481381891,1.83,1.83
1,8.159999999999998,-3.1049917672862124,3.51,3.51
1,-5.489999999999998,-2.9788775142864656,2.46,2.46
1,-12.389999999999999,-2.6431274968898624,2.0,2.0
1,-3.0299999999999985,-2.4109937609384295,1.86,1.86
1,-16.659999999999997,-2.3926554285981125,1.5,1.5
1,0.9200000000000013,-2.265958078954353,3.6,3.6
1,-0.8399999999999985,-1.9634954813818908,1.76,1.76
1,4.520000000000001,-1.790474696273061,3.62,3.62
1,11.669999999999998,-1.7453767526397463,4.85,4.85
1,16.519999999999996,-1.3259480935331809,1.4,1.4
1,-15.159999999999997,-1.23859057064813,2.77,2.77
1,-17.819999999999997,-0.8926554285981125,2.66,2.66
1,-12.389999999999997,-0.6431274968898624,1.8,1.8
1,-10.589999999999996,-0.5538332877314076,4.96,4.96
1,-2.7199999999999984,-0.5509937609384294,1.88,1.88
1,-5.629999999999996,-0.5188775142864657,2.89,2.89
1,-0.7599999999999982,-0.20349548138189077,1.68,1.68
1,16.519999999999996,0.07405190646681903,1.37,1.37
1,8.329999999999998,0.4050082327137874,3.34,3.34
1,-12.259999999999996,1.1568725031101377,1.67,1.67
1,-2.739999999999996,1.3290062390615704,1.4,1.4
1,1.2400000000000015,1.334041921045647,3.28,3.28
1,-1.2699999999999982,1.4765045186181092,2.51,2.51
1,-14.949999999999996,1.53140942935187,2.69,2.69
1,-17.439999999999998,1.7673445714018876,2.49,2.49
1,4.520000000000001,1.829525303726939,3.79,3.79
1,-5.629999999999996,2.3711224857135345,2.62,2.62
1,-3.0099999999999962,2.7290062390615706,1.46,1.46
1,-12.059999999999997,2.8268725031101374,1.47,1.47
1,11.669999999999998,3.1046232473602533,4.41,4.41
1,8.359999999999998,3.7450082327137872,3.31,3.31
1,-1.4499999999999988,3.986504518618109,2.69,2.69
1,-2.889999999999999,4.1890062390615705,1.44,1.44
1,-14.739999999999997,4.22140942935187,2.68,2.68
1,-16.159999999999997,4.257344571401887,1.42,1.42
1,-12.059999999999997,4.296872503110137,1.39,1.39
1,-10.669999999999996,4.406166712268592,4.9,4.9
1,1.240000000000001,4.614041921045647,3.27,3.27
1,-5.769999999999996,4.991122485713534,2.43,2.43
1,4.510000000000002,5.619525303726939,3.8,3.8
1,-3.339999999999996,5.629006239061571,1.38,1.38
1,-16.159999999999997,5.677344571401887,1.42,1.42
1,-1.8999999999999995,6.676504518618109,3.14,3.14
1,-13.969999999999995,6.901409429351871,3.3,3.3
1,8.310000000000002,7.055008232713787,3.03,3.03
1,-4.92,7.421122485713534,3.02,3.02
1,11.340000000000002,7.514623247360253,3.08,3.08
1,1.2400000000000007,7.884041921045647,3.1,3.1
1,-9.870000000000001,9.306166712268592,4.95,4.95
1,4.340000000000001,9.419525303726939,2.93,2.93
1,-1.7599999999999993,9.816504518618109,3.0,3.0
1,7.270000000000001,10.085008232713786,3.02,3.02
1,-12.3,10.20140942935187,2.43,2.43
1,-4.920000000000001,10.441122485713533,2.45,2.45
1,1.2400000000000007,10.984041921045646,2.59,2.59
1,3.8300000000000005,12.349525303726939,2.51,2.51
1,-1.1399999999999992,12.816504518618109,2.38,2.38
1,-3.689999999999999,12.891122485713534,2.55,2.55
2,-2.08,-17.849215669042714,4.16,4.16
2,-6.69,-16.67827329192084,4.61,4.61
2,-10.930000000000001,-14.263800335114059,4.24,4.24
2,-15.160000000000002,-9.648590570648125,4.23,4.23
2,2.08,-16.81066328257157,4.27,4.27
2,6.35,-14.683027616946037,4.01,4.01
2,10.36,-10.628301839898977,4.13,4.13
2,-2.08,-13.689215669042714,4.14,4.14
2,2.0599999999999996,-12.540663282571572,4.25,4.25
2,-6.690000000000001,-12.068273291920839,4.61,4.61
2,6.369999999999999,-10.673027616946037,3.99,3.99
2,-10.930000000000001,-10.023800335114059,4.15,4.15
2,-2.080000000000001,-9.549215669042713,4.0,4.0
2,1.919999999999999,-8.290663282571572,4.45,4.45
2,-6.630000000000001,-7.458273291920839,4.55,4.55
2,6.369999999999999,-6.498301839898978,4.48,4.48
2,10.85,-6.498301839898978,4.77,4.77
2,-10.780000000000001,-5.873800335114058,4.15,4.15
2,-15.540000000000001,-5.418590570648124,4.76,4.76
