Instance: s1
Bin radius: 4.21
Rho: 1/2
Rotate enable: false
Bin num: 4
Lower bound: 3
Opt: false
Gap: 0.25
Bin id,X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
1,-0.74,2.6644541256961696,1.48,1.48
1,-3.2595681020743617,-1.6555458743038303,4.32,4.32
1,-2.433336093833716,-3.4355458743038305,1.78,1.78
1,1.0604318979256386,-2.2307209736484577,2.51,2.51
2,1.2056603225124753,-1.385,2.77,2.77
2,-2.1043396774875247,-3.6463481075936373,3.31,3.31
2,-2.5043396774875246,-0.3363481075936372,3.71,3.71
3,-1.853787126649144,-3.7798906451205583,3.36,3.36
3,-2.3837871266491444,-0.4198906451205584,3.89,3.89
4,-2.37,-3.479540199509125,4.74,4.74
