Instance: r150
Bin radius: 16.45
Rho: 2/3
Rotate enable: true
Packed item area: 788.3918999999997
Packed item count: 119
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-0.955,-16.4222554784658,1.91,2.09
-3.255,-16.124747284841394,2.3,3.86
-5.734999999999999,-15.41792057963719,2.48,4.5
-8.334999999999999,-14.182040579549897,2.6,1.73
-10.384999999999998,-12.757518371532921,2.05,3.87
-11.644999999999998,-11.6187983457843,1.26,2.24
-15.844999999999999,-4.420234722274373,4.2,1.29
-15.424999999999997,-5.680234722274372,3.78,1.26
-14.834999999999997,-7.010234722274372,3.19,1.33
-14.244999999999997,-8.110234722274372,2.6,1.1
-13.544999999999998,-9.220234722274371,1.9,1.11
0.9550000000000001,-15.98950515181755,2.91,4.21
3.865,-15.410466410852072,1.89,2.78
5.755,-14.602118853097997,1.82,3.87
7.574999999999999,-12.473045939144134,3.15,4.17
7.575,-13.493045939144134,1.56,1.02
10.725,-9.796237798257042,2.49,3.44
10.725,-10.916237798257043,1.48,1.12
13.215,-1.9417195987062377,3.12,1.71
13.215,-3.9917195987062373,2.72,2.05
13.215,-5.351719598706237,2.1,1.36
13.215,-6.461719598706236,1.6,1.11
13.215,-7.631719598706235,1.27,1.17
-0.905,-14.3322554784658,1.86,2.57
3.8949999999999996,-12.630466410852073,1.86,3.66
-8.334999999999997,-12.452040579549896,2.57,1.68
-3.2549999999999994,-12.264747284841395,2.35,4.24
1.0349999999999997,-11.779505151817549,2.86,3.57
-0.9049999999999994,-11.7622554784658,1.94,4.51
-5.764999999999997,-10.91792057963719,2.51,4.69
-8.284999999999997,-10.772040579549897,2.52,4.98
5.794999999999999,-10.732118853097997,1.78,4.52
-11.645,-9.3787983457843,1.22,4.66
3.914999999999999,-8.970466410852072,1.88,4.14
-10.424999999999999,-8.88751837153292,2.14,2.18
7.574999999999999,-8.303045939144134,3.15,4.6
1.044999999999999,-8.209505151817549,2.87,1.41
-3.2549999999999972,-8.024747284841395,2.34,3.29
-0.9149999999999974,-7.2522554784658,1.96,4.12
1.0450000000000026,-6.799505151817549,2.85,1.54
-10.424999999999999,-6.70751837153292,2.09,3.98
10.755000000000003,-6.356237798257043,2.46,1.75
-5.694999999999997,-6.22792057963719,2.44,4.6
5.794999999999999,-6.212118853097998,1.78,3.33
-8.284999999999997,-5.792040579549896,2.59,1.51
1.0450000000000026,-5.259505151817549,2.78,3.18
3.8250000000000024,-4.830466410852073,1.97,4.51
-3.254999999999997,-4.7347472848413945,2.29,1.65
-11.645,-4.7187983457843,1.22,1.59
10.745000000000001,-4.606237798257043,2.47,3.3
-8.274999999999997,-4.282040579549896,2.58,4.53
7.574999999999999,-3.7030459391441344,3.17,3.82
-0.9649999999999967,-3.1322554784658,2.01,3.73
-16.015,-3.1302347222743734,4.37,2.73
-11.645,-3.1287983457843005,1.11,3.63
-3.254999999999997,-3.0847472848413946,2.29,3.27
5.805,-2.8821188530979978,1.77,1.98
-10.535,-2.7275183715329203,2.26,3.6
1.045000000000003,-2.0795051518175485,2.73,4.88
-5.694999999999997,-1.6279205796371903,2.44,2.27
10.745,-1.306237798257043,2.45,2.27
5.8149999999999995,-0.9021188530979978,1.76,4.38
-16.314999999999998,-0.4002347222743734,4.67,1.27
3.775000000000003,-0.32046641085207295,2.04,2.91
13.195,-0.2317195987062377,3.19,1.55
7.574999999999999,0.11695406085586546,3.17,2.31
-3.254999999999997,0.18525271515860542,2.25,3.82
-8.275,0.24795942045010388,2.54,4.8
-11.625,0.5012016542156994,1.09,2.7
-1.0049999999999968,0.5977445215341999,2.05,3.68
-5.735,0.6420794203628097,2.48,4.06
-16.035,0.8697652777256266,4.41,1.35
-10.495000000000001,0.8724816284670798,2.22,3.46
10.745,0.963762201742957,2.45,2.21
13.195,1.3182804012937623,2.89,1.86
-15.684999999999999,2.2197652777256267,4.06,1.93
7.574999999999999,2.4269540608558655,3.14,2.46
3.7849999999999997,2.589533589147927,2.03,3.51
1.045000000000003,2.8004948481824514,2.74,4.02
10.715,3.173762201742957,2.38,4.14
13.094999999999999,3.1782804012937627,2.67,1.48
-11.625,3.2012016542156996,1.13,1.17
5.8149999999999995,3.477881146902002,1.65,3.56
