Instance: r100
Bin radius: 14.14
Rho: 2/3
Rotate enable: true
Packed item area: 564.0018999999999
Packed item count: 76
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.32,-14.078252732494896,2.64,4.86
-4.550000000000001,-13.387946070999838,3.23,1.4
-6.8100000000000005,-12.39207407983022,2.26,2.96
-9.89,-10.105815157620883,3.08,1.05
-13.74,-3.3394610343586906,3.85,2.22
-13.260000000000002,-4.43946103435869,3.37,1.1
-12.600000000000001,-5.6194610343586895,2.71,1.18
-12.47,-6.6194610343586895,2.58,1.0
-11.870000000000001,-7.639461034358689,1.98,1.02
-8.39,-11.265815157620883,1.58,1.16
1.3200000000000003,-13.715174078370278,2.12,3.78
3.4400000000000004,-13.421516307779832,1.01,4.6
4.45,-12.886706328616324,1.37,4.91
5.819999999999999,-11.403946685248927,2.54,2.17
8.36,-9.956806717015251,1.68,1.87
10.04,-8.142849624056682,1.52,3.76
11.559999999999999,-6.029552222180353,1.23,4.15
12.79,-1.7603124722616825,1.24,1.66
-4.5,-11.987946070999838,3.18,3.5
1.3700000000000006,-9.935174078370279,2.07,4.57
-6.8100000000000005,-9.432074079830219,2.31,3.84
5.82,-9.233946685248927,2.47,4.17
-1.3199999999999998,-9.218252732494896,2.69,1.01
-10.700000000000001,-8.93946103435869,3.89,1.3
-4.5,-8.487946070999838,3.1,1.68
-1.319999999999999,-8.208252732494897,2.69,2.8
8.319999999999999,-8.08680671701525,1.72,1.44
3.4400000000000004,-7.976706328616324,2.38,3.88
-9.89,-7.63946103435869,3.05,3.24
-4.469999999999999,-6.807946070999838,3.15,2.18
8.43,-6.6468067170152505,1.61,4.95
-6.840000000000001,-5.592074079830219,2.31,3.82
-1.319999999999999,-5.408252732494897,2.61,1.1
1.5000000000000009,-5.365174078370279,1.94,4.29
5.85,-5.063946685248927,2.58,4.72
-4.530000000000001,-4.627946070999839,3.2,3.46
-9.89,-4.39946103435869,3.02,4.39
10.04,-4.382849624056682,1.48,1.82
-1.3099999999999992,-4.308252732494896,2.81,3.6
3.51,-4.096706328616324,2.34,4.39
10.04,-2.562849624056682,1.4,4.77
11.44,-1.8795522221803527,1.24,3.83
-6.870000000000001,-1.7720740798302193,2.27,4.92
8.469999999999999,-1.6968067170152503,1.57,3.63
-4.600000000000001,-1.1679460709998386,3.28,4.68
-14.02,-1.1194610343586904,4.13,2.0
1.5599999999999998,-1.0751740783702788,1.95,4.97
-1.3200000000000016,-0.7082527324948962,2.88,4.65
5.919999999999999,-0.3439466852489277,2.55,3.36
12.68,-0.1003124722616826,1.21,2.02
-9.790000000000001,-0.009461034358690057,2.92,2.25
3.51,0.293293671383676,2.4,4.84
-13.770000000000001,0.8805389656413096,3.98,1.89
8.469999999999999,1.9331932829847496,1.44,1.77
11.44,1.9504477778196474,1.28,3.91
10.26,2.2071503759433178,1.18,4.91
-9.790000000000001,2.24053896564131,2.92,4.96
-13.14,2.7705389656413093,3.35,1.77
5.91,3.016053314751072,2.44,4.78
-6.870000000000001,3.1479259201697807,2.26,4.54
-4.610000000000001,3.512053929000161,3.19,4.17
8.35,3.7031932829847496,1.86,3.89
1.5599999999999983,3.894825921629721,1.95,4.77
-1.3300000000000018,3.941747267505104,2.89,3.36
-11.990000000000002,4.540538965641309,2.2,2.88
3.509999999999998,5.133293671383676,2.18,3.96
-9.72,7.20053896564131,2.85,3.03
-1.3800000000000017,7.301747267505104,2.94,2.91
-4.570000000000002,7.682053929000161,3.19,2.16
-6.870000000000001,7.68792592016978,2.24,4.51
5.689999999999998,7.796053314751072,4.73,1.05
1.5599999999999983,8.66482592162972,1.93,3.03
5.689999999999998,8.846053314751073,3.56,1.78
-4.630000000000001,9.842053929000162,2.87,3.5
3.4899999999999984,10.626053314751072,4.41,1.07
-1.7600000000000007,11.69482592162972,4.95,1.94
