Instance: r150
Bin radius: 16.45
Rho: 2/3
Rotate enable: false
Packed item area: 774.8032999999998
Packed item count: 116
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.455,-16.38552638763857,2.91,4.21
-4.125,-15.924411292101192,2.67,3.27
-6.015,-15.310854809578725,1.89,2.78
-8.615,-14.013717386903446,2.6,1.73
-11.345,-11.911904759525235,2.73,2.05
-16.205000000000002,-2.828511092430058,4.86,1.84
-15.655000000000001,-4.478511092430059,4.31,1.65
-15.005,-6.33851109243006,3.66,1.86
-14.625,-7.458511092430061,3.28,1.12
-14.045000000000002,-8.548511092430061,2.7,1.09
-12.905000000000001,-9.568511092430061,1.56,1.02
-9.885,-13.081904759525235,1.27,1.17
1.455,-16.134759837072256,1.75,2.46
3.205,-15.164493891983337,3.17,3.82
6.374999999999999,-13.882430442829525,2.45,2.27
8.825,-11.578569643958618,2.86,3.57
8.825,-13.058569643958618,1.12,1.48
11.685,-2.8852166296484483,4.51,1.97
11.684999999999999,-4.6852166296484485,4.07,1.8
11.684999999999999,-6.255216629648448,3.36,1.57
11.684999999999999,-7.355216629648448,2.6,1.1
11.684999999999999,-8.715216629648447,2.1,1.36
11.684999999999999,-9.845216629648448,1.17,1.13
1.5550000000000002,-13.674759837072255,1.65,3.56
-4.125,-12.654411292101193,2.67,4.88
-5.985,-12.530854809578726,1.86,2.57
-8.615,-12.283717386903446,2.59,1.51
-1.455,-12.17552638763857,3.0,3.13
6.385,-11.612430442829526,2.44,2.27
3.205,-11.344493891983337,3.18,2.78
-8.615,-10.773717386903446,2.48,4.5
1.685,-10.114759837072254,1.52,4.88
-6.135,-9.960854809578725,2.01,3.73
-11.345000000000002,-9.861904759525235,2.73,4.37
6.5349999999999975,-9.342430442829526,2.29,1.65
-1.435,-9.04552638763857,3.12,1.71
3.205,-8.564493891983338,3.33,1.78
8.834999999999999,-8.008569643958618,2.85,1.54
-4.125,-7.774411292101193,2.65,4.79
6.535,-7.692430442829526,2.3,3.86
-1.475,-7.335526387638571,3.15,4.17
3.2350000000000003,-6.784493891983337,3.3,2.47
8.924999999999999,-6.4685696439586176,2.76,4.41
-8.615000000000002,-6.273717386903446,2.46,3.14
-6.155000000000002,-6.230854809578725,2.03,4.59
-11.345000000000002,-5.491904759525235,2.73,4.88
1.6749999999999998,-5.234759837072255,1.55,3.19
3.2249999999999996,-4.3144938919833375,3.27,2.29
6.494999999999999,-3.832430442829526,2.34,3.29
-1.2150000000000003,-3.165526387638571,2.89,4.38
-8.615000000000002,-3.1337173869034456,2.25,3.82
-4.125000000000002,-2.9844112921011927,2.91,2.04
8.834999999999999,-2.0585696439586174,2.74,4.02
1.6749999999999998,-2.0447598370722546,1.53,2.67
3.205,-2.0244938919833375,3.19,3.41
-6.365000000000002,-1.640854809578725,2.21,2.45
-16.305000000000003,-0.988511092430058,4.96,2.72
-4.105,-0.9444112921011927,2.89,3.52
11.575,-0.9152166296484483,4.67,1.27
-11.345000000000002,-0.6119047595252347,2.67,4.01
6.784999999999999,-0.5424304428295259,2.05,2.72
11.575,0.3547833703515517,4.52,1.78
1.725,0.6252401629277453,1.48,2.67
-8.675000000000002,0.6862826130965543,2.09,3.98
-6.585000000000003,0.8091451904212752,2.14,2.18
-1.165,1.214473612361429,2.89,1.86
3.205,1.3855061080166626,3.51,2.03
-16.005000000000003,1.7314889075699422,4.66,1.22
8.834999999999999,1.9614303560413822,2.49,3.44
11.325,2.1347833703515517,4.3,1.09
6.784999999999999,2.1775695571704743,2.05,3.87
-4.355,2.5755887078988073,3.19,1.33
-15.755000000000003,2.951488907569942,4.41,1.35
-6.585000000000003,2.9891451904212754,1.92,1.44
-1.1650000000000005,3.0744736123614294,2.52,4.98
11.325,3.2247833703515516,4.12,1.96
1.3549999999999995,3.2952401629277452,1.83,4.24
-11.215000000000003,3.398095240474765,2.54,4.8
3.1849999999999996,3.4155061080166624,3.6,2.26
-4.625,3.9055887078988074,3.46,2.22
-15.415000000000003,4.301488907569942,4.2,1.29
-6.535,4.429145190421275,1.91,2.09
-8.675000000000004,4.666282613096554,1.99,4.45
11.325,5.184783370351552,3.78,1.26
9.375,5.4014303560413826,1.95,1.65
-14.805000000000003,5.591488907569942,3.59,1.5
3.1849999999999996,5.675506108016663,3.51,4.1
6.694999999999999,6.047569557170474,2.51,4.69
-4.535000000000001,6.125588707898808,3.37,3.57
11.325,6.444783370351551,1.94,1.4
-6.355000000000001,6.519145190421275,1.82,3.87
9.204999999999998,7.051430356041383,1.77,1.98
-12.895000000000003,7.091488907569942,1.68,2.57
1.5049999999999997,7.535240162927746,1.68,4.04
10.974999999999998,7.844783370351552,1.29,2.54
12.264999999999997,7.844783370351552,1.11,1.6
-0.3650000000000002,8.05447361236143,1.87,2.97
-11.215000000000003,8.198095240474764,1.44,3.5
-9.775000000000004,8.198095240474764,1.07,4.59
9.204999999999998,9.031430356041383,1.58,1.5
-8.705000000000004,9.116282613096555,1.54,1.45
-4.425,9.695588707898807,4.06,2.48
3.1849999999999996,9.775506108016662,3.47,1.99
-5.8549999999999995,10.389145190421274,1.43,1.34
-7.125,10.389145190421274,1.27,3.3
9.204999999999998,10.531430356041383,1.22,1.59
-8.535,10.566282613096554,1.41,2.87
8.084999999999997,10.737569557170474,1.12,1.95
6.8249999999999975,10.737569557170474,1.26,2.24
-0.3650000000000002,11.024473612361431,1.11,1.9
0.7449999999999999,11.575240162927745,1.11,3.63
1.855,11.575240162927745,1.07,4.22
2.925,11.765506108016663,3.87,1.13
-5.855,12.175588707898807,4.93,1.28
2.925,12.895506108016662,3.68,2.05
-3.7649999999999997,13.455588707898807,4.51,1.94
