Instance: r200
Bin radius: 16.13
Rho: 1/2
Rotate enable: false
Packed item area: 758.7466000000004
Packed item count: 132
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.53,-16.057272495663764,3.06,3.62
-2.5899999999999994,-15.920703502044123,1.06,3.77
-3.79,-15.678418287569698,1.2,1.84
-5.85,-15.031779668422498,2.06,2.91
-8.89,-13.459004420832915,3.04,2.41
-12.18,-10.574710397925799,3.29,3.34
-15.74,-3.5255212380582797,3.56,3.29
-15.28,-4.78552123805828,3.1,1.26
-14.92,-5.85552123805828,2.74,1.07
-14.48,-6.915521238058281,2.3,1.06
-13.959999999999999,-7.9655212380582805,1.78,1.05
-13.37,-8.96552123805828,1.19,1.0
-10.860000000000001,-11.674710397925798,1.97,1.1
-6.8999999999999995,-14.549004420832915,1.05,1.09
1.5299999999999998,-15.636345480961975,2.43,1.68
3.96,-15.181383336178557,1.49,1.8
5.45,-14.50287212934045,1.61,2.53
7.0600000000000005,-13.385697591085792,1.94,2.79
9.0,-11.340899435229993,2.47,1.62
9.0,-12.390899435229993,1.17,1.05
11.470000000000002,-4.176182467277972,4.11,1.5
11.47,-5.626182467277972,3.61,1.45
11.47,-6.646182467277971,3.11,1.02
11.47,-7.91618246727797,2.36,1.27
11.47,-8.96618246727797,1.72,1.05
11.47,-10.05618246727797,1.09,1.09
1.53,-13.956345480961975,2.41,2.98
-3.7899999999999996,-13.838418287569699,1.19,4.56
3.9400000000000004,-13.381383336178557,1.5,4.68
-1.4999999999999996,-12.437272495663763,3.03,3.99
-2.5999999999999996,-12.150703502044124,1.1,4.4
-5.8500000000000005,-12.121779668422498,2.06,4.96
5.44,-11.97287212934045,1.61,1.72
-8.82,-11.049004420832915,2.97,2.43
1.5300000000000002,-10.976345480961974,2.41,3.24
7.050000000000001,-10.595697591085791,1.95,4.21
5.460000000000001,-10.25287212934045,1.59,2.24
9.080000000000002,-9.720899435229992,2.39,2.19
-3.7900000000000005,-9.2784182875697,1.17,3.97
3.9400000000000004,-8.701383336178557,1.52,4.61
-8.77,-8.619004420832916,2.92,4.18
-1.2299999999999995,-8.447272495663762,2.76,2.77
5.460000000000001,-8.01287212934045,1.55,1.1
-2.6200000000000006,-7.750703502044123,1.35,1.41
1.5699999999999998,-7.736345480961974,2.37,2.98
9.080000000000002,-7.530899435229992,2.39,3.97
-12.18,-7.234710397925799,3.3,2.12
-5.85,-7.161779668422498,2.04,2.29
5.460000000000001,-6.91287212934045,1.45,2.66
6.910000000000001,-6.385697591085791,2.17,4.37
-2.6200000000000006,-6.340703502044123,1.35,3.09
-1.2700000000000005,-5.677272495663763,2.84,3.21
-3.7900000000000005,-5.308418287569699,1.17,3.31
-12.18,-5.114710397925799,3.4,3.46
-5.73,-4.871779668422498,1.94,2.42
1.5699999999999994,-4.756345480961974,2.33,3.85
-8.78,-4.439004420832916,2.89,3.91
5.500000000000001,-4.2528721293404494,1.41,3.7
3.9700000000000006,-4.0913833361785565,1.53,4.28
9.080000000000002,-3.560899435229992,2.32,4.77
-2.6200000000000006,-3.2507035020441233,1.32,1.82
11.400000000000002,-2.6761824672779717,4.28,2.13
-1.2900000000000011,-2.467272495663763,2.86,3.48
-5.889999999999999,-2.451779668422498,2.09,2.85
6.9300000000000015,-2.0156975910857913,2.15,3.03
-3.799999999999999,-1.9984182875696992,1.18,2.59
-12.18,-1.6547103979257987,3.4,1.64
-2.580000000000001,-1.4307035020441232,1.29,1.45
1.5699999999999987,-0.9063454809619738,2.33,1.57
5.500000000000001,-0.5528721293404493,1.43,2.66
11.400000000000002,-0.5461824672779718,4.7,1.28
-8.52,-0.5290044208329157,2.63,2.26
-15.8,-0.23552123805827962,3.62,2.51
-12.18,-0.014710397925798757,3.58,2.15
-2.610000000000001,0.019296497955876735,1.32,2.39
4.040000000000001,0.1886166638214437,1.46,2.14
-5.89,0.39822033157750214,2.09,4.84
-3.8,0.5915817124303007,1.13,2.07
1.7800000000000011,0.6636545190380263,2.26,3.39
11.400000000000002,0.7338175327220282,4.58,1.03
-1.119999999999999,1.0127275043362371,2.9,4.58
6.930000000000001,1.0143024089142085,2.11,1.3
9.040000000000001,1.2091005647700075,2.3,1.77
-8.51,1.7309955791670841,2.62,2.85
11.34,1.7638175327220282,4.46,1.47
5.500000000000001,2.107127870659551,1.4,2.93
-12.16,2.1352896020742014,3.65,2.66
-15.67,2.27447876194172,3.51,1.08
6.9,2.314302408914209,2.14,1.78
4.180000000000001,2.328616663821444,1.32,1.83
-2.399999999999999,2.409296497955877,1.28,3.58
-3.639999999999999,2.6615817124303005,1.24,3.56
9.040000000000001,2.9791005647700075,2.26,2.17
11.3,3.2338175327220284,3.79,1.4
-14.94,3.3544787619417202,2.78,2.14
1.780000000000001,4.053654519038027,2.24,4.09
7.23,4.094302408914209,1.81,2.58
4.020000000000001,4.158616663821444,1.24,3.27
-8.51,4.580995579167084,2.62,3.89
11.3,4.633817532722029,3.51,1.51
-12.11,4.7952896020742015,3.6,2.24
5.260000000000002,5.0371278706595515,1.79,4.8
9.040000000000001,5.149100564770007,2.23,2.06
-5.89,5.2382203315775016,2.21,3.56
-13.87,5.49447876194172,1.76,2.08
-1.119999999999999,5.592727504336237,2.9,3.94
-2.359999999999999,5.989296497955877,1.24,2.02
11.270000000000001,6.143817532722029,2.58,2.09
-3.6799999999999997,6.2215817124303,1.23,4.09
7.050000000000002,6.674302408914209,1.77,4.5
-12.01,7.035289602074202,3.5,1.9
8.820000000000002,7.209100564770008,2.28,1.99
4.130000000000002,7.428616663821444,1.13,4.44
-13.1,7.57447876194172,1.09,1.83
-2.4499999999999997,8.009296497955877,1.12,4.1
1.9700000000000015,8.143654519038027,2.16,3.06
11.100000000000001,8.233817532722028,1.0,2.34
-8.51,8.470995579167084,2.58,2.79
-5.93,8.798220331577502,2.18,2.04
-11.78,8.935289602074201,3.27,1.99
8.820000000000002,9.199100564770008,1.64,2.41
-1.3299999999999996,9.532727504336236,3.29,4.33
5.260000000000002,9.83712787065955,1.73,4.21
-3.499999999999999,10.3115817124303,1.05,3.34
-5.709999999999999,10.838220331577503,2.21,4.17
6.990000000000002,11.174302408914208,1.66,2.0
1.9600000000000004,11.203654519038027,1.7,1.95
-10.259999999999998,11.260995579167083,4.55,1.03
-8.379999999999999,12.290995579167083,2.67,1.49
2.0600000000000014,13.153654519038026,3.2,1.69
-3.499999999999999,13.6515817124303,1.67,1.91
-1.8299999999999992,13.862727504336236,3.45,2.16
