Instance: s150
Bin radius: 12.7
Rho: 1/3
Rotate enable: false
Packed item area: 459.28519999999986
Packed item count: 93
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.225,-12.640782214720732,2.45,2.45
-3.5849999999999995,-12.183504216767851,2.36,2.36
-5.914999999999999,-11.238450738424758,2.33,2.33
-8.235,-9.668235361222854,2.32,2.32
-10.915,-6.49251684633933,2.68,2.68
-12.055,-3.9958697426217475,1.14,1.14
-9.754999999999999,-8.01251684633933,1.52,1.52
1.225,-12.038603531971638,2.82,2.82
4.045,-10.716612104578573,2.77,2.77
6.8149999999999995,-7.936168786007515,3.1,3.1
6.8149999999999995,-9.516168786007515,1.58,1.58
9.915,-3.810088581647417,2.2,2.2
9.915,-5.310088581647417,1.5,1.5
9.915,-6.350088581647417,1.04,1.04
-1.205,-10.19078221472073,2.43,2.43
-3.584999999999999,-9.823504216767851,2.38,2.38
1.225,-9.218603531971638,2.76,2.76
-5.914999999999999,-8.908450738424758,2.33,2.33
3.985,-7.946612104578573,2.83,2.83
-1.2049999999999992,-7.760782214720731,2.43,2.43
-3.544999999999999,-7.443504216767852,2.34,2.34
-8.235,-7.348235361222853,2.27,2.27
-5.965,-6.578450738424758,2.36,2.36
1.2949999999999995,-6.458603531971638,2.69,2.69
-1.1650000000000005,-5.330782214720731,2.46,2.46
3.9849999999999994,-5.116612104578573,2.59,2.59
-3.4450000000000003,-5.103504216767852,2.28,2.28
-8.235,-5.078235361222854,2.14,2.14
6.574999999999999,-4.836168786007516,3.34,3.34
-6.065,-4.2184507384247585,2.62,2.62
-10.915,-3.81251684633933,2.66,2.66
1.2949999999999995,-3.7686035319716384,2.69,2.69
-8.254999999999999,-2.9382353612228536,2.18,2.18
-1.1650000000000005,-2.870782214720731,2.46,2.46
-12.294999999999998,-2.8558697426217474,1.38,1.38
-3.3250000000000006,-2.823504216767852,2.16,2.16
3.9849999999999994,-2.5266121045785734,2.51,2.51
9.915,-1.6100885816474166,2.55,2.55
-5.815000000000001,-1.5984507384247584,2.49,2.49
6.604999999999999,-1.496168786007516,3.31,3.31
-12.565,-1.4758697426217475,1.65,1.65
-10.915,-1.15251684633933,2.51,2.51
1.8049999999999993,-1.0786035319716385,2.18,2.18
-8.405,-0.7582353612228534,2.03,2.03
-3.325000000000001,-0.6635042167678518,2.09,2.09
-1.2350000000000012,-0.4107822147207312,3.02,3.02
4.684999999999999,-0.01661210457857365,1.92,1.92
-12.475,0.17413025737825238,1.56,1.56
-6.345000000000001,0.8915492615752418,3.02,3.02
9.915,0.9399114183525832,2.0,2.0
1.7849999999999988,1.1013964680283617,2.89,2.89
-8.285,1.2717646387771464,1.94,1.94
-10.145,1.3574831536606697,1.86,1.86
-3.3250000000000006,1.426495783232148,1.94,1.94
-12.024999999999999,1.7341302573782524,1.88,1.88
6.635,1.8138312139924841,3.28,3.28
4.745,1.9033878954214263,1.89,1.89
-1.3550000000000013,2.609217785279269,3.14,3.14
9.915,2.939911418352583,1.83,1.83
-8.105,3.2117646387771464,1.76,1.76
-9.805,3.2174831536606696,1.7,1.7
-3.155000000000001,3.366495783232148,1.8,1.8
-11.475,3.6141302573782523,1.67,1.67
4.955,3.793387895421426,1.68,1.68
-6.3050000000000015,3.911549261575242,3.15,3.15
1.7849999999999988,3.991396468028362,3.08,3.08
9.915,4.769911418352583,1.25,1.25
-9.805,4.91748315366067,1.54,1.54
-7.855000000000001,4.971764638777146,1.55,1.55
6.635,5.093831213992484,3.03,3.03
-3.1550000000000016,5.166495783232148,1.53,1.53
-10.925,5.284130257378252,1.12,1.12
5.035,5.473387895421426,1.6,1.6
-1.5150000000000012,5.749217785279269,3.3,3.3
-9.315000000000001,6.45748315366067,1.46,1.46
-7.855000000000001,6.521764638777146,1.44,1.44
-3.0850000000000013,6.696495783232148,1.57,1.57
-6.355000000000001,7.061549261575242,3.27,3.27
1.7849999999999986,7.071396468028362,2.93,2.93
4.714999999999999,7.073387895421426,1.57,1.57
-8.925,7.91748315366067,1.07,1.07
-7.825000000000001,7.9617646387771455,1.47,1.47
6.284999999999999,8.123831213992483,1.42,1.42
7.704999999999999,8.123831213992483,1.0,1.0
-3.0850000000000013,8.266495783232148,1.48,1.48
4.714999999999999,8.643387895421426,1.42,1.42
-1.2150000000000012,9.049217785279268,3.0,3.0
-2.615000000000001,9.746495783232149,1.4,1.4
1.7849999999999988,10.001396468028362,1.39,1.39
3.174999999999999,10.001396468028362,1.4,1.4
4.574999999999999,10.063387895421426,1.2,1.2
-3.985000000000002,10.331549261575242,1.37,1.37
-5.025000000000003,10.331549261575242,1.04,1.04
