Instance: s150
Bin radius: 15.56
Rho: 1/2
Rotate enable: false
Packed item area: 703.2314000000003
Packed item count: 111
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.515,-15.4860703537082,3.03,3.03
-3.7850000000000006,-15.092626510982111,2.27,2.27
-7.595000000000001,-13.580485079701681,3.81,3.81
-11.135000000000002,-10.86854981126737,3.54,3.54
-13.465000000000002,-7.797908373403728,2.33,2.33
-14.995000000000001,-4.154945848022571,1.53,1.53
-14.585,-5.274945848022571,1.12,1.12
-12.535000000000002,-9.197908373403727,1.4,1.4
-9.135000000000002,-12.40854981126737,1.54,1.54
-4.785,-14.580485079701681,1.0,1.0
1.5150000000000001,-14.943941079915968,2.82,2.82
4.335000000000001,-13.233267737033056,3.85,3.85
4.335,-14.483267737033056,1.25,1.25
8.185000000000002,-11.42341345658118,2.38,2.38
8.185,-12.49341345658118,1.07,1.07
10.565000000000001,-7.586921312363797,3.02,3.02
10.565000000000001,-9.156921312363798,1.57,1.57
10.565000000000001,-10.196921312363799,1.04,1.04
13.585,-1.7167920666172773,1.88,1.88
13.585,-3.296792066617277,1.58,1.58
13.585,-4.496792066617277,1.2,1.2
-3.7850000000000006,-12.822626510982111,2.2,2.2
-1.5850000000000004,-12.456070353708201,3.1,3.1
1.5149999999999997,-12.123941079915967,2.77,2.77
-3.7450000000000006,-10.622626510982112,2.16,2.16
-7.5950000000000015,-9.77048507970168,3.75,3.75
4.3850000000000025,-9.383267737033057,3.8,3.8
-1.5850000000000004,-9.356070353708201,3.02,3.02
1.4550000000000014,-9.353941079915968,2.93,2.93
8.205000000000002,-9.043413456581181,2.36,2.36
-3.8450000000000015,-8.462626510982112,2.18,2.18
-11.135000000000002,-7.3285498112673695,3.51,3.51
8.205000000000002,-6.683413456581182,2.36,2.36
1.4950000000000014,-6.423941079915968,2.89,2.89
-1.6549999999999985,-6.336070353708202,3.15,3.15
-3.7949999999999986,-6.282626510982112,2.14,2.14
-7.625000000000002,-6.020485079701681,3.79,3.79
4.385000000000002,-5.583267737033057,3.62,3.62
-13.465000000000002,-5.467908373403728,2.33,2.33
10.585000000000003,-4.566921312363798,3.0,3.0
8.035000000000004,-4.323413456581182,2.55,2.55
-3.8350000000000017,-4.142626510982112,2.18,2.18
-11.135000000000002,-3.8185498112673697,3.51,3.51
1.5550000000000015,-3.533941079915968,2.83,2.83
-1.5849999999999986,-3.186070353708202,3.14,3.14
-13.415000000000001,-3.137908373403728,2.28,2.28
-15.335,-2.6249458480225707,1.92,1.92
-7.625000000000002,-2.2304850797016806,3.69,3.69
4.385000000000002,-1.963267737033057,3.6,3.6
-3.935000000000002,-1.9626265109821115,2.32,2.32
7.985000000000001,-1.7734134565811823,2.59,2.59
10.575000000000001,-1.5669213123637977,2.76,2.76
-13.225000000000001,-0.857908373403728,2.09,2.09
-15.255,-0.7049458480225708,2.03,2.03
1.7050000000000014,-0.703941079915968,2.68,2.68
-11.085,-0.3085498112673699,3.46,3.46
-1.5949999999999984,-0.04607035370820167,3.3,3.3
