Instance: s150
Bin radius: 17.97
Rho: 2/3
Rotate enable: false
Packed item area: 941.1931000000002
Packed item count: 124
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-1.73,-17.88653124560489,3.46,3.46
-4.11,-17.493678858376242,2.38,2.38
-6.4399999999999995,-16.776391149469543,2.33,2.33
-10.57,-14.5325840785457,4.13,4.13
-14.56,-10.532202998423452,3.99,3.99
-17.39,-4.528664262230084,2.83,2.83
-16.65,-6.618664262230084,2.09,2.09
-16.04,-8.098664262230084,1.48,1.48
-12.51,-12.472202998423452,1.94,1.94
-13.51,-11.532202998423452,1.0,1.0
-11.71,-13.612202998423452,1.14,1.14
-7.64,-15.732584078545699,1.2,1.2
-8.760000000000002,-15.6525840785457,1.12,1.12
1.7300000000000004,-16.9387396225339,4.27,4.27
5.999999999999999,-15.228568547306079,3.54,3.54
6.0,-16.29856854730608,1.07,1.07
9.54,-14.060753891594858,1.65,1.65
11.19,-10.335903443821444,3.51,3.51
11.19,-12.005903443821444,1.67,1.67
11.19,-13.045903443821445,1.04,1.04
12.86,-11.375903443821443,1.04,1.04
14.699999999999998,-2.073258305180523,3.15,3.15
14.7,-4.583258305180523,2.51,2.51
14.7,-6.443258305180524,1.86,1.86
14.7,-7.883258305180524,1.44,1.44
-4.09,-15.113678858376243,2.36,2.36
-6.44,-14.446391149469543,2.32,2.32
-1.5699999999999985,-14.426531245604888,3.3,3.3
-4.120000000000001,-12.753678858376244,2.55,2.55
1.7300000000000013,-12.668739622533902,4.14,4.14
9.59,-12.410753891594858,1.6,1.6
-6.4,-12.126391149469542,2.28,2.28
5.870000000000001,-11.68856854730608,3.69,3.69
-1.5499999999999985,-11.126531245604887,3.28,3.28
9.609999999999998,-10.810753891594858,1.58,1.58
-10.57,-10.4025840785457,4.16,4.16
-4.059999999999999,-10.203678858376243,2.51,2.51
-6.41,-9.846391149469543,2.33,2.33
9.629999999999997,-9.230753891594858,1.56,1.56
1.7300000000000013,-8.528739622533902,4.01,4.01
5.740000000000001,-7.99856854730608,3.79,3.79
-1.5399999999999987,-7.846531245604888,3.27,3.27
-3.9999999999999987,-7.693678858376243,2.46,2.46
9.530000000000001,-7.670753891594858,1.52,1.52
-6.3599999999999985,-7.516391149469543,2.36,2.36
11.099999999999996,-6.825903443821444,3.6,3.6
-14.56,-6.542202998423452,3.62,3.62
-10.940000000000001,-6.2425840785457005,4.55,4.55
9.530000000000001,-6.150753891594858,1.57,1.57
-3.9999999999999987,-5.233678858376243,2.46,2.46
-6.3900000000000015,-5.156391149469544,2.34,2.34
9.530000000000001,-4.580753891594858,1.57,1.57
-1.5399999999999987,-4.5765312456048886,3.08,3.08
1.5400000000000014,-4.518739622533902,4.15,4.15
5.690000000000001,-4.20856854730608,3.81,3.81
11.100000000000001,-3.225903443821444,3.6,3.6
9.55,-3.0107538915948577,1.55,1.55
-14.56,-2.922202998423452,3.62,3.62
-6.3900000000000015,-2.8163911494695437,2.18,2.18
-4.210000000000001,-2.7736788583762433,2.66,2.66
-17.87,-1.6986642622300838,3.31,3.31
-10.940000000000001,-1.6925840785457007,4.41,4.41
-1.5500000000000007,-1.4965312456048885,3.0,3.0
9.63,-1.4607538915948577,1.47,1.47
-6.530000000000001,-0.6363911494695436,2.27,2.27
5.780000000000001,-0.39856854730608005,3.85,3.85
1.540000000000001,-0.36873962253390147,4.24,4.24
-4.260000000000002,-0.11367885837624314,2.68,2.68
9.63,0.009246108405142284,1.46,1.46
11.09,0.3740965561785563,3.51,3.51
-14.490000000000002,0.6977970015765482,3.55,3.55
14.6,1.0767416948194768,2.82,2.82
9.67,1.4692461084051422,1.42,1.42
-1.479999999999999,1.5034687543951115,3.02,3.02
-17.180000000000003,1.6113357377699162,2.69,2.69
-6.530000000000001,1.6336088505304565,2.2,2.2
-4.239999999999998,2.566321141623757,2.76,2.76
-10.940000000000001,2.7174159214542994,4.41,4.41
9.67,2.889246108405142,1.42,1.42
5.87,3.45143145269392,3.8,3.8
-6.530000000000001,3.8336088505304566,2.14,2.14
1.6399999999999997,3.8712603774660987,4.23,4.23
11.09,3.884096556178556,3.5,3.5
14.59,3.8967416948194766,2.16,2.16
-14.280000000000001,4.247797001576548,3.34,3.34
-16.46,4.301335737769916,2.18,2.18
9.71,4.3092461084051426,1.38,1.38
-1.4600000000000004,4.523468754395111,3.1,3.1
-4.390000000000001,5.326321141623756,2.93,2.93
9.69,5.689246108405142,1.4,1.4
-6.42,5.973608850530457,2.03,2.03
14.59,6.056741694819477,1.53,1.53
-15.98,6.481335737769916,1.7,1.7
9.69,7.089246108405142,1.4,1.4
-10.92,7.1274159214543,4.5,4.5
5.9399999999999995,7.25143145269392,3.75,3.75
11.09,7.384096556178556,3.14,3.14
14.23,7.5867416948194775,1.25,1.25
-13.95,7.587797001576548,3.03,3.03
-1.4600000000000004,7.623468754395111,3.02,3.02
-6.42,8.003608850530457,2.0,2.0
1.6899999999999995,8.1012603774661,4.25,4.25
-4.350000000000001,8.256321141623756,2.89,2.89
9.69,8.489246108405142,1.37,1.37
9.69,9.859246108405141,1.39,1.39
-6.42,10.003608850530457,1.94,1.94
11.08,10.524096556178556,1.68,1.68
-12.81,10.617797001576548,1.89,1.89
-1.0800000000000005,10.64346875439511,2.77,2.77
5.9399999999999995,11.00143145269392,2.69,2.69
-3.7000000000000006,11.146321141623757,2.62,2.62
8.629999999999999,11.249246108405142,2.45,2.45
-10.92,11.6274159214543,2.59,2.59
-8.33,11.6274159214543,1.88,1.88
-6.190000000000001,11.943608850530456,2.49,2.49
1.7899999999999991,12.3512603774661,4.15,4.15
-0.640000000000001,13.41346875439511,2.43,2.43
-8.020000000000001,13.5074159214543,1.83,1.83
5.9399999999999995,13.69143145269392,1.92,1.92
7.859999999999999,13.699246108405141,1.54,1.54
-3.070000000000001,13.766321141623756,2.43,2.43
-4.870000000000001,14.433608850530456,1.8,1.8
0.02999999999999914,15.84346875439511,1.76,1.76
-1.4700000000000006,16.196321141623756,1.5,1.5
