Instance: r200
Bin radius: 18.62
Rho: 2/3
Rotate enable: true
Packed item area: 1005.2911000000004
Packed item count: 159
X coordinate of lower left corner,Y coordinate of lower left corner,Item's width,Item's height
-0.635,-18.60916911095173,1.27,2.36
-1.6850000000000016,-18.543601996376,1.05,1.09
-3.275000000000002,-18.329723811339875,1.59,2.24
-5.575000000000002,-17.765803528126725,2.3,1.06
-8.615000000000002,-16.50715526673206,3.04,2.41
-11.375000000000002,-14.74156623293468,2.76,2.77
-13.325000000000001,-13.00572085660768,1.95,4.21
-14.935,-11.11981002535565,1.61,1.72
-17.095,-7.380066056614944,2.16,3.06
-18.384999999999998,-2.9489277712416246,1.29,1.45
-18.095,-4.138927771241624,1.0,1.19
-16.485,-8.480066056614943,1.55,1.1
-9.705000000000002,-15.83156623293468,1.09,1.09
0.6350000000000002,-18.372636582700917,2.39,2.19
3.0250000000000004,-17.917873060159792,2.04,2.29
5.065,-16.93736033152746,2.67,1.49
7.735,-15.74170813476098,2.21,4.17
9.945,-14.553218716146612,1.67,1.91
11.614999999999998,-12.372436098036637,2.3,1.77
11.615,-13.422436098036638,1.17,1.05
13.915,-4.89521960692266,4.05,3.9
13.915,-6.065219606922659,3.31,1.17
13.915,-7.085219606922658,3.11,1.02
13.915,-8.155219606922659,2.74,1.07
13.915,-9.28521960692266,2.07,1.13
13.915,-11.065219606922659,1.05,1.78
-1.685000000000002,-17.453601996376,1.05,3.34
-5.575000000000002,-16.705803528126726,2.27,4.76
-0.635000000000002,-16.24916911095173,1.23,4.09
0.594999999999998,-16.182636582700916,2.43,1.68
-3.305000000000002,-16.089723811339873,1.62,2.47
3.024999999999998,-15.627873060159793,2.04,2.18
5.075000000000001,-15.447360331527461,2.66,3.65
0.594999999999998,-14.502636582700916,2.43,2.97
-1.6850000000000018,-14.113601996376001,1.05,1.72
-8.555000000000001,-14.09715526673206,2.98,2.37
-3.305000000000002,-13.619723811339872,1.57,2.33
3.024999999999998,-13.447873060159793,2.0,2.65
9.945,-12.643218716146611,1.67,4.67
-1.7350000000000019,-12.393601996376,1.1,4.4
-0.6350000000000018,-12.15916911095173,1.19,4.56
-11.375000000000002,-11.97156623293468,2.78,2.14
-5.565000000000001,-11.945803528126726,2.26,3.39
5.024999999999999,-11.79736033152746,2.62,2.85
-8.595000000000002,-11.727155266732058,3.03,3.99
7.705,-11.57170813476098,2.24,4.09
0.5549999999999982,-11.532636582700915,2.39,3.97
-3.2650000000000015,-11.289723811339872,1.53,4.28
2.9449999999999985,-10.797873060159793,2.08,1.76
11.634999999999998,-10.602436098036637,2.28,4.08
-11.325000000000003,-9.83156623293468,2.73,3.41
-14.934999999999999,-9.399810025355649,1.61,2.53
2.9449999999999985,-9.037873060159793,2.06,2.23
5.004999999999999,-8.947360331527461,2.66,1.45
-13.325,-8.79572085660768,2.0,1.66
-5.545000000000002,-8.555803528126726,2.28,1.99
-1.7350000000000014,-7.993601996376,1.1,1.97
9.945,-7.9732187161466115,1.69,3.2
-8.595000000000002,-7.737155266732058,3.02,3.85
-0.6350000000000013,-7.59916911095173,1.17,3.97
0.5349999999999986,-7.5626365827009145,2.41,2.98
5.004999999999999,-7.497360331527461,2.63,2.26
7.6850000000000005,-7.48170813476098,2.26,2.17
-13.265000000000002,-7.13572085660768,1.94,2.79
-3.2250000000000014,-7.009723811339872,1.49,1.8
-14.934999999999999,-6.869810025355649,1.64,3.4
2.9449999999999985,-6.8078730601597925,2.06,4.96
-5.575000000000003,-6.565803528126725,2.35,4.86
11.674999999999999,-6.522436098036637,2.24,3.6
-11.315000000000003,-6.42156623293468,2.72,3.51
-1.7250000000000016,-6.023601996376001,1.09,1.83
7.785,-5.3117081347609805,2.16,3.45
5.004999999999999,-5.237360331527461,2.51,3.62
-3.2250000000000028,-5.209723811339872,1.5,4.11
9.945,-4.773218716146611,1.73,4.21
0.5349999999999986,-4.582636582700914,2.41,3.24
-13.255000000000003,-4.34572085660768,1.94,2.42
-17.095,-4.3200660566149445,2.12,3.3
-1.7250000000000028,-4.1936019963760005,1.06,3.77
-8.505000000000003,-3.887155266732058,2.93,3.49
-0.6650000000000027,-3.62916911095173,1.2,1.84
-14.974999999999998,-3.4698100253556494,1.7,1.95
11.675,-2.9224360980366373,2.18,4.06
-11.295000000000002,-2.91156623293468,2.79,2.58
-13.115000000000002,-1.92572085660768,1.82,1.32
7.555,-1.8617081347609803,2.39,4.72
2.9449999999999985,-1.8478730601597926,2.06,2.91
-0.6650000000000027,-1.78916911095173,1.18,2.59
